time,BTC open,BTC high,BTC low,BTC close,BTC volume,BTC quoteVolume
2019-03-20 00:00:00+00:00,4001.567,4045.441,3965.001,4036.183,912.18135016,3647957.394810993
2019-03-21 00:00:00+00:00,4035.178,4055.0,3910.0,3975.867,960.52855421,3833920.1397025357
2019-03-22 00:00:00+00:00,3975.864,3998.0,3962.051,3982.0,504.66276573,2011237.5925957137
2019-03-23 00:00:00+00:00,3982.0,3999.666,3960.011,3985.089,426.31625693,1696490.171008841
2019-03-24 00:00:00+00:00,3985.089,3985.089,3947.071,3968.389,319.9961935,1269829.5233989756
2019-03-25 00:00:00+00:00,3972.97,3990.736,3859.835,3909.999,625.00082027,2457832.626089215
2019-03-26 00:00:00+00:00,3906.401,3922.86,3882.108,3917.974,678.40698555,2650758.2184754643
2019-03-27 00:00:00+00:00,3917.974,4034.255,3914.85,4028.013,783.47611833,3131975.813607172
2019-03-28 00:00:00+00:00,4024.749,4024.749,3987.535,4012.891,539.44296887,2163274.3508106275
2019-03-29 00:00:00+00:00,4011.914,4098.045,4007.0,4090.0,1000.94472308,4066612.4425229644
2019-03-30 00:00:00+00:00,4089.999,4128.71,4044.284,4094.444,420.74089587,1719731.5682735534
2019-03-31 00:00:00+00:00,4094.7,4100.667,4060.228,4090.204,432.85397137,1769902.6627107828
2019-04-01 00:00:00+00:00,4090.204,4149.15,4054.091,4138.7,645.52409499,2663861.4965646504
2019-04-02 00:00:00+00:00,4138.7,5000.0,4134.244,4903.79,4184.78333791,19658691.093863107
2019-04-03 00:00:00+00:00,4902.46,5340.56,4810.0,4970.639,3726.56263313,18785296.820553232
2019-04-04 00:00:00+00:00,4967.223,5071.87,4785.341,4905.178,1322.9697716,6545476.81825387
2019-04-05 00:00:00+00:00,4916.5,5065.18,4889.208,5037.49,807.17510072,4029706.702446514
2019-04-06 00:00:00+00:00,5035.352,5236.999,4910.0,5036.716,1366.09892804,6905193.704153958
2019-04-07 00:00:00+00:00,5044.005,5266.297,5027.022,5191.518,494.4257075,2541547.8124421253
2019-04-08 00:00:00+00:00,5191.344,5340.801,5139.061,5285.0,1174.0307844,6151752.322176983
2019-04-09 00:00:00+00:00,5285.001,5285.001,5146.653,5192.931,1122.02554513,5846849.378994811
2019-04-10 00:00:00+00:00,5190.808,5461.71,5171.089,5324.67,1197.12172401,6351631.456083583
2019-04-11 00:00:00+00:00,5330.0,5348.909,4972.12,5051.436,1659.76928092,8491451.271626974
2019-04-12 00:00:00+00:00,5040.552,5113.261,4907.941,5081.666,825.39882765,4157350.987021279
2019-04-13 00:00:00+00:00,5081.665,5119.55,5043.76,5076.094,244.03598093,1240696.5981695447
2019-04-14 00:00:00+00:00,5062.202,5183.831,5020.393,5163.46,272.8622488,1391167.1873902534
2019-04-15 00:00:00+00:00,5162.9,5185.839,4949.001,5039.002,690.24897422,3499549.3911502883
2019-04-16 00:00:00+00:00,5026.682,5230.329,5018.352,5206.103,599.67851328,3074863.0567198363
2019-04-17 00:00:00+00:00,5207.822,5266.665,5172.0,5225.201,554.28135772,2894586.2697159923
2019-04-18 00:00:00+00:00,5226.597,5320.0,5225.19,5284.646,589.06001402,3102649.9663042035
2019-04-19 00:00:00+00:00,5284.046,5350.0,5197.631,5285.282,489.88041143,2584820.35012898
2019-04-20 00:00:00+00:00,5287.229,5355.0,5263.357,5323.6,274.40971958,1459047.4625070665
2019-04-21 00:00:00+00:00,5317.19,5345.0,5218.0,5300.847,242.23451837,1278605.2989273814
2019-04-22 00:00:00+00:00,5295.058,5437.75,5256.533,5383.568,545.4526368,2909795.429270062
2019-04-23 00:00:00+00:00,5383.569,5637.42,5369.969,5537.071,771.09503815,4267724.243453227
2019-04-24 00:00:00+00:00,5533.138,5620.01,5376.854,5443.23,955.52801519,5221092.863643683
2019-04-25 00:00:00+00:00,5444.489,5510.234,4980.001,5138.357,1195.79313788,6245459.891918484
2019-04-26 00:00:00+00:00,5131.831,5280.0,5034.814,5161.489,975.06947473,5005603.498937885
2019-04-27 00:00:00+00:00,5155.699,5218.845,5114.199,5172.017,284.52617765,1470992.8030484242
2019-04-28 00:00:00+00:00,5173.535,5213.37,5105.0,5152.476,260.2766827,1343591.6374067266
2019-04-29 00:00:00+00:00,5156.598,5187.0,5062.799,5151.347,375.92848908,1935525.4069269665
2019-04-30 00:00:00+00:00,5147.0,5288.151,5133.069,5269.79,520.62598432,2715287.587779998
2019-05-01 00:00:00+00:00,5267.502,5349.875,5267.502,5326.098,465.75642947,2471112.8708294076
2019-05-02 00:00:00+00:00,5325.815,5419.188,5310.0,5393.231,436.03793136,2344411.29370056
2019-05-03 00:00:00+00:00,5390.0,5794.2,5367.949,5669.999,1118.47609979,6319466.413758554
2019-05-04 00:00:00+00:00,5669.995,5831.288,5500.0,5770.242,635.47650997,3616394.6937052417
2019-05-05 00:00:00+00:00,5770.241,5780.0,5631.186,5720.744,303.11500277,1733114.3587290663
2019-05-06 00:00:00+00:00,5710.981,5751.72,5570.141,5685.612,487.41984234,2758046.7421876867
2019-05-07 00:00:00+00:00,5692.538,5963.382,5692.538,5753.769,720.88125213,4225501.829410356
2019-05-08 00:00:00+00:00,5750.327,5983.6,5664.178,5940.0,544.44072026,3189912.803192743
2019-05-09 00:00:00+00:00,5940.0,6174.646,5936.701,6152.9,692.79352353,4192225.929085272
2019-05-10 00:00:00+00:00,6152.9,6424.49,6106.95,6345.0,887.88231946,5594917.864526144
2019-05-11 00:00:00+00:00,6349.887,7449.453,6345.0,7226.01,2329.6035963,16170664.42807588
2019-05-12 00:00:00+00:00,7222.678,7575.0,6763.702,6972.99,2563.00567557,18385285.978498016
2019-05-13 00:00:00+00:00,6980.397,8157.002,6865.16,7814.376,2825.5540919,21738223.50738924
2019-05-14 00:00:00+00:00,7814.376,8320.0,7616.0,7989.85,1919.2113298,15290634.334408328
2019-05-15 00:00:00+00:00,8003.319,8297.647,7844.19,8196.865,1342.94835398,10847303.1237596
2019-05-16 00:00:00+00:00,8201.788,8382.558,7654.09,7889.0,1659.22752488,13263515.042030176
2019-05-17 00:00:00+00:00,7877.612,7936.1,6635.029,7361.252,2727.40730606,19637616.852157146
2019-05-18 00:00:00+00:00,7353.0,7482.999,7220.429,7271.825,705.22015805,5165698.8194842385
2019-05-19 00:00:00+00:00,7264.61,8294.52,7262.186,8185.427,1577.20495023,12520333.85982879
2019-05-20 00:00:00+00:00,8195.484,8200.0,7581.54,8007.935,1412.20785858,11185240.856390197
2019-05-21 00:00:00+00:00,8007.129,8109.546,7812.21,7950.89,838.54104716,6683451.5158504285
2019-05-22 00:00:00+00:00,7961.619,8042.0,7510.0,7632.74,823.57780161,6458082.515754546
2019-05-23 00:00:00+00:00,7614.87,7977.28,7478.064,7880.0,784.96020558,6045591.4758877475
2019-05-24 00:00:00+00:00,7880.0,8190.0,7800.26,8004.421,678.84627062,5444459.504947838
2019-05-25 00:00:00+00:00,7997.423,8142.999,7950.0,8078.263,397.3386284,3199715.983755115
2019-05-26 00:00:00+00:00,8072.907,8796.0,7901.0,8748.999,1121.55217984,9429990.025280545
2019-05-27 00:00:00+00:00,8748.0,8937.069,8626.794,8784.279,794.12036504,6975632.735400789
2019-05-28 00:00:00+00:00,8781.277,8819.614,8529.637,8733.001,747.98372547,6516224.052851651
2019-05-29 00:00:00+00:00,8733.001,8766.892,8435.02,8667.84,841.65595185,7261558.680041807
2019-05-30 00:00:00+00:00,8663.85,9089.623,7995.0,8276.795,1892.09231213,16136602.826623507
2019-05-31 00:00:00+00:00,8276.795,8579.0,8115.503,8560.001,1012.19023701,8495658.074454848
2019-06-01 00:00:00+00:00,8560.001,8614.999,8456.7,8555.879,302.66049399,2586161.576881486
2019-06-02 00:00:00+00:00,8554.993,8850.0,8548.41,8744.73,275.6128211,2396989.4350243867
2019-06-03 00:00:00+00:00,8745.01,8745.01,8044.729,8105.0,941.63638547,7938630.099332722
2019-06-04 00:00:00+00:00,8104.047,8104.047,7433.184,7667.274,1617.68067308,12658294.852262102
2019-06-05 00:00:00+00:00,7674.899,7923.485,7575.072,7786.93,576.01729081,4476671.428099143
2019-06-06 00:00:00+00:00,7784.539,7875.0,7454.098,7801.46,732.54484784,5659337.96431357
2019-06-07 00:00:00+00:00,7801.46,8125.0,7762.125,8004.9,696.2665879,5538235.074972609
2019-06-08 00:00:00+00:00,8003.249,8056.4,7793.609,7941.113,326.57757005,2584552.1224303325
2019-06-09 00:00:00+00:00,7927.934,7960.584,7514.7,7645.001,509.94377374,3933855.516836019
2019-06-10 00:00:00+00:00,7645.002,8086.304,7531.842,8027.469,820.01437616,6467134.201385999
2019-06-11 00:00:00+00:00,8023.395,8049.998,7715.0,7920.0,531.91489163,4188725.8215030604
2019-06-12 00:00:00+00:00,7920.0,8277.0,7829.0,8174.0,897.17088069,7228827.104765005
2019-06-13 00:00:00+00:00,8179.383,8355.999,8053.709,8228.87,582.47947123,4778760.28074147
2019-06-14 00:00:00+00:00,8230.0,8738.569,8184.95,8699.0,853.70177815,7204632.23814216
2019-06-15 00:00:00+00:00,8698.995,8910.778,8622.88,8851.122,593.13563195,5194817.564452313
2019-06-16 00:00:00+00:00,8853.069,9385.0,8809.693,8986.779,1584.44485786,14464256.026023624
2019-06-17 00:00:00+00:00,8982.398,9471.137,8979.921,9333.01,942.3713428,8741529.905745097
2019-06-18 00:00:00+00:00,9333.029,9353.282,8926.46,9081.6,827.31009032,7538009.680940059
2019-06-19 00:00:00+00:00,9087.548,9310.0,9046.028,9280.0,495.47503652,4542455.750647809
2019-06-20 00:00:00+00:00,9280.801,9600.0,9220.46,9538.655,842.7304676,7914941.767953508
2019-06-21 00:00:00+00:00,9524.273,10240.783,9524.273,10226.534,1171.34065134,11540563.790492566
2019-06-22 00:00:00+00:00,10220.007,11190.0,10089.91,10646.535,1877.95319511,20067758.51802151
2019-06-23 00:00:00+00:00,10640.614,11229.512,10500.4,10795.0,767.9754911,8313614.909846488
2019-06-24 00:00:00+00:00,10795.0,11084.203,10556.0,11012.551,663.68924429,7196097.376110016
2019-06-25 00:00:00+00:00,11014.99,11792.836,11009.223,11765.144,1196.33543819,13571864.490408944
2019-06-26 00:00:00+00:00,11765.143,13849.0,11362.0,12763.001,3152.68299593,39695846.93586668
2019-06-27 00:00:00+00:00,12839.943,13267.993,10205.0,11127.812,2548.49954042,29193962.70684369
2019-06-28 00:00:00+00:00,11162.15,12435.0,10754.0,12364.4,1395.78689645,16318606.605261365
2019-06-29 00:00:00+00:00,12367.269,12367.269,11318.723,11875.6,1009.61630583,11935234.529879173
2019-06-30 00:00:00+00:00,11876.026,12190.0,10666.68,10756.29,1088.23788768,12310656.00021184
2019-07-01 00:00:00+00:00,10753.226,11189.999,9970.75,10571.36,1598.36799718,16760059.84398213
2019-07-02 00:00:00+00:00,10563.803,10916.828,9659.019,10841.149,1882.19412399,19302809.94740921
2019-07-03 00:00:00+00:00,10827.503,11999.999,10827.503,11974.56,1943.69375963,22100605.451002404
2019-07-04 00:00:00+00:00,11978.999,12042.038,11030.919,11134.981,1327.8451442,15417135.05295759
2019-07-05 00:00:00+00:00,11122.366,11437.813,10490.602,10987.352,1323.09424757,14651259.824445626
2019-07-06 00:00:00+00:00,10993.887,11705.983,10993.887,11240.759,991.40081197,11319619.835787173
2019-07-07 00:00:00+00:00,11240.76,11635.22,11093.711,11479.626,613.49331907,6976211.157635988
2019-07-08 00:00:00+00:00,11479.623,12384.0,11344.092,12287.629,979.6226674,11725590.446802549
2019-07-09 00:00:00+00:00,12287.63,12812.0,12113.347,12577.849,1533.52737083,19167451.687397547
2019-07-10 00:00:00+00:00,12574.438,13199.988,11550.001,12090.991,1938.50027064,24060146.190890398
2019-07-11 00:00:00+00:00,12102.809,12398.988,10950.0,11338.904,1931.01868901,22200042.230670832
2019-07-12 00:00:00+00:00,11327.707,11962.07,11096.0,11810.0,975.42522864,11316151.145200146
2019-07-13 00:00:00+00:00,11811.673,11835.026,10813.179,11378.233,876.05049088,9914632.773930714
2019-07-14 00:00:00+00:00,11375.999,11462.832,10100.01,10194.999,1349.9520373,14368942.631211514
2019-07-15 00:00:00+00:00,10180.533,11076.43,9878.384,10858.695,1514.40081423,15703329.228081943
2019-07-16 00:00:00+00:00,10856.157,11031.529,9365.003,9411.608,1817.81205472,18471759.477739055
2019-07-17 00:00:00+00:00,9419.445,9978.67,9089.0,9682.238,1321.35806541,12661361.87530739
2019-07-18 00:00:00+00:00,9698.897,10785.499,9295.277,10654.447,1453.61263775,14735121.017824357
2019-07-19 00:00:00+00:00,10684.522,10766.773,10115.002,10529.999,863.07718095,9008800.74662239
2019-07-20 00:00:00+00:00,10529.985,11104.0,10375.0,10754.832,938.99735252,10070662.563361458
2019-07-21 00:00:00+00:00,10755.848,10825.635,10334.038,10591.785,663.69830471,7003849.443495081
2019-07-22 00:00:00+00:00,10591.786,10689.516,10078.277,10325.083,834.82999148,8657924.171713905
2019-07-23 00:00:00+00:00,10325.078,10325.078,9820.0,9854.196,848.7915805,8528270.880515514
2019-07-24 00:00:00+00:00,9850.783,9922.21,9506.22,9771.864,805.4018259,7811166.203312904
2019-07-25 00:00:00+00:00,9766.237,10175.995,9740.155,9868.0,594.97500093,5960774.008368688
2019-07-26 00:00:00+00:00,9867.772,9903.101,9636.085,9851.638,404.75873893,3956326.2952677207
2019-07-27 00:00:00+00:00,9849.571,10222.222,9303.809,9468.511,820.49917692,7945364.890249675
2019-07-28 00:00:00+00:00,9475.915,9622.0,9120.001,9525.626,605.06746345,5692699.607638993
2019-07-29 00:00:00+00:00,9535.729,9720.0,9372.001,9510.948,419.61369011,4002915.9807592123
2019-07-30 00:00:00+00:00,9512.543,9769.497,9389.794,9579.999,396.62238526,3799452.2483956655
2019-07-31 00:00:00+00:00,9579.998,10120.577,9569.999,10089.0,707.21329721,7004452.855996634
2019-08-01 00:00:00+00:00,10089.0,10486.476,9885.0,10399.633,507.58792258,5163409.817859313
2019-08-02 00:00:00+00:00,10410.156,10659.998,10327.009,10527.446,818.16769364,8568869.142883291
2019-08-03 00:00:00+00:00,10529.009,11000.0,10509.908,10801.099,528.0653608,5683980.090457421
2019-08-04 00:00:00+00:00,10816.9,11079.998,10581.0,10979.906,705.35933345,7660438.697036314
2019-08-05 00:00:00+00:00,10988.058,11950.0,10979.909,11797.981,1457.04132521,17036863.851504724
2019-08-06 00:00:00+00:00,11815.615,12311.832,11214.15,11472.862,1585.17082003,18654727.483100124
2019-08-07 00:00:00+00:00,11471.8,12148.0,11398.098,11979.86,1158.80394004,13635898.241881939
2019-08-08 00:00:00+00:00,11988.838,12063.961,11455.55,11984.82,978.21953524,11522404.276595227
2019-08-09 00:00:00+00:00,11988.662,12018.0,11665.186,11857.777,503.57718596,5956698.429739239
2019-08-10 00:00:00+00:00,11857.777,11958.401,11151.213,11295.569,1084.09998328,12457753.878460892
2019-08-11 00:00:00+00:00,11280.639,11573.329,11093.0,11507.001,494.64696054,5622827.1450970955
2019-08-12 00:00:00+00:00,11521.311,11541.229,11220.003,11393.455,410.33745099,4674943.914248832
2019-08-13 00:00:00+00:00,11395.389,11431.697,10750.0,10865.948,773.75324757,8480962.460918726
2019-08-14 00:00:00+00:00,10857.109,10867.704,9904.79,10020.998,1293.13848372,13390263.239722613
2019-08-15 00:00:00+00:00,10020.999,10450.002,9499.53,10302.091,1411.7119331,14069375.30601018
2019-08-16 00:00:00+00:00,10290.066,10538.32,9750.001,10370.57,1077.89150078,11047473.477350611
2019-08-17 00:00:00+00:00,10370.106,10460.0,9984.906,10218.9,487.18429895,4993727.48876704
2019-08-18 00:00:00+00:00,10229.128,10502.499,10071.939,10315.979,329.61796884,3397423.5119369323
2019-08-19 00:00:00+00:00,10312.38,10928.0,10275.0,10924.745,774.10710976,8245591.712578617
2019-08-20 00:00:00+00:00,10928.0,10948.628,10559.999,10750.279,643.28679904,6906718.565547902
2019-08-21 00:00:00+00:00,10788.21,10797.7,9848.319,10122.55,814.73168469,8279313.748480496
2019-08-22 00:00:00+00:00,10122.55,10244.341,9766.3,10116.777,572.84233766,5733131.546370676
2019-08-23 00:00:00+00:00,10096.804,10490.0,10027.559,10412.087,506.28240746,5228564.711473848
2019-08-24 00:00:00+00:00,10419.86,10435.601,9879.737,10146.0,567.97450265,5749441.796334517
2019-08-25 00:00:00+00:00,10145.99,10370.697,9900.0,10150.33,365.44206639,3686566.98291577
2019-08-26 00:00:00+00:00,10147.697,10650.566,10147.697,10367.578,644.18824256,6695858.139017577
2019-08-27 00:00:00+00:00,10367.578,10367.578,10039.026,10174.886,404.43691996,4115391.041615001
2019-08-28 00:00:00+00:00,10170.037,10292.42,9518.003,9724.484,874.97457442,8657091.043577684
2019-08-29 00:00:00+00:00,9713.673,9713.683,9325.0,9476.96,617.92382408,5871488.4388900455
2019-08-30 00:00:00+00:00,9481.842,9688.972,9356.0,9585.427,343.14594869,3281662.2379519157
2019-08-31 00:00:00+00:00,9585.426,9688.996,9450.319,9600.54,253.51487676,2431995.6366057736
2019-09-01 00:00:00+00:00,9600.543,9830.0,9536.853,9767.628,187.5130015,1811965.9922551012
2019-09-02 00:00:00+00:00,9764.834,10481.307,9752.001,10382.85,662.55036479,6712899.337630264
2019-09-03 00:00:00+00:00,10385.781,10778.972,10285.777,10633.093,717.48167681,7589892.21674891
2019-09-04 00:00:00+00:00,10635.256,10840.489,10392.002,10589.501,493.31854127,5218331.729003279
2019-09-05 00:00:00+00:00,10591.547,10650.0,10470.0,10586.138,292.43632498,3087977.2146026557
2019-09-06 00:00:00+00:00,10575.623,10935.786,10208.847,10315.0,762.63606477,8044231.122416789
2019-09-07 00:00:00+00:00,10313.297,10565.076,10300.503,10490.805,276.73715945,2886090.108238305
2019-09-08 00:00:00+00:00,10480.886,10589.796,10250.02,10412.099,231.20262746,2406053.6130866255
2019-09-09 00:00:00+00:00,10400.663,10535.2,10071.68,10321.618,516.58122741,5318202.781192271
2019-09-10 00:00:00+00:00,10321.617,10380.429,9921.08,10108.907,347.35255987,3523443.715705346
2019-09-11 00:00:00+00:00,10099.982,10275.036,9870.0,10157.359,423.46490501,4260709.461122007
2019-09-12 00:00:00+00:00,10157.359,10454.999,10042.213,10431.9,368.41330776,3778337.080749975
2019-09-13 00:00:00+00:00,10431.9,10455.99,10165.541,10367.025,385.97865551,3978523.0520551843
2019-09-14 00:00:00+00:00,10361.433,10445.0,10225.0,10362.059,201.75683715,2088528.1497776657
2019-09-15 00:00:00+00:00,10354.656,10380.835,10265.491,10305.623,128.08572721,1320034.3467386926
2019-09-16 00:00:00+00:00,10315.064,10379.037,10079.705,10260.0,353.47599022,3613480.747596009
2019-09-17 00:00:00+00:00,10259.66,10277.299,10135.001,10194.8,378.90624736,3871692.886105743
2019-09-18 00:00:00+00:00,10195.303,10248.824,10090.0,10161.115,326.99851301,3331423.789000127
2019-09-19 00:00:00+00:00,10159.038,10375.288,9598.706,10279.435,975.44187268,9724407.824047139
2019-09-20 00:00:00+00:00,10279.435,10304.968,10070.0,10170.71,279.07807046,2841101.3264608365
2019-09-21 00:00:00+00:00,10170.71,10172.82,9924.561,9986.974,196.34628018,1966223.7290289567
2019-09-22 00:00:00+00:00,9988.167,10089.592,9850.011,10035.125,227.95991326,2273342.988227858
2019-09-23 00:00:00+00:00,10028.477,10049.988,9616.391,9692.578,434.18931029,4262163.849702589
2019-09-24 00:00:00+00:00,9692.578,9779.152,8101.0,8542.477,2288.08688439,20305508.25902772
2019-09-25 00:00:00+00:00,8539.147,8750.85,8230.001,8438.561,1053.90845702,8887769.264724782
2019-09-26 00:00:00+00:00,8444.112,8455.862,7740.002,8056.929,1458.16887528,11778652.402786853
2019-09-27 00:00:00+00:00,8056.424,8272.726,7860.75,8195.161,612.16040921,4922221.884660153
2019-09-28 00:00:00+00:00,8189.362,8335.108,8023.501,8220.0,507.72381831,4152507.2415302433
2019-09-29 00:00:00+00:00,8215.146,8241.5,7909.224,8057.138,498.92414635,4012825.415600873
2019-09-30 00:00:00+00:00,8057.307,8354.169,7700.66,8304.738,659.78429366,5322896.263076193
2019-10-01 00:00:00+00:00,8305.104,8520.147,8189.61,8321.746,734.39105779,6147177.954276372
2019-10-02 00:00:00+00:00,8321.747,8386.343,8180.001,8382.53,643.3554319,5300872.833008166
2019-10-03 00:00:00+00:00,8391.804,8415.7,8053.31,8238.962,499.42863043,4101005.719224148
2019-10-04 00:00:00+00:00,8243.014,8246.114,7999.5,8157.001,1298.29058179,10526153.503181444
2019-10-05 00:00:00+00:00,8157.0,8199.674,8029.198,8146.87,197.54922653,1601762.8782925974
2019-10-06 00:00:00+00:00,8143.575,8167.65,7780.51,7856.158,426.59364449,3385854.0219763997
2019-10-07 00:00:00+00:00,7863.359,8305.782,7779.31,8215.294,629.7329549,5120652.58808142
2019-10-08 00:00:00+00:00,8212.0,8345.105,8104.26,8185.449,390.33372265,3200906.553341224
2019-10-09 00:00:00+00:00,8183.7,8691.291,8125.171,8591.375,639.34376785,5392647.606692652
2019-10-10 00:00:00+00:00,8593.921,8653.447,8460.02,8593.528,415.37846038,3550420.31772316
2019-10-11 00:00:00+00:00,8589.489,8806.448,8227.482,8272.412,532.37591588,4479449.085093778
2019-10-12 00:00:00+00:00,8270.853,8412.884,8261.698,8309.001,223.78644218,1865450.4966404072
2019-10-13 00:00:00+00:00,8309.86,8467.111,8156.612,8288.271,354.35067236,2954904.5705697457
2019-10-14 00:00:00+00:00,8280.401,8412.018,8224.527,8350.048,239.59396215,1990010.2226178036
2019-10-15 00:00:00+00:00,8355.495,8411.392,8085.112,8164.449,355.58275803,2924019.851436058
2019-10-16 00:00:00+00:00,8162.84,8178.327,7922.988,8008.0,495.65574206,3973855.9264387693
2019-10-17 00:00:00+00:00,8000.002,8126.57,7942.453,8077.215,380.45029586,3053735.336576353
2019-10-18 00:00:00+00:00,8077.339,8120.053,7818.653,7957.964,323.86068695,2573380.1987289083
2019-10-19 00:00:00+00:00,7958.325,8093.705,7886.032,7958.615,255.02931777,2033970.5669285513
2019-10-20 00:00:00+00:00,7966.111,8303.99,7884.46,8230.858,339.22507511,2740873.8944256455
2019-10-21 00:00:00+00:00,8235.973,8344.0,8161.877,8214.481,270.94040852,2230469.8323514396
2019-10-22 00:00:00+00:00,8214.481,8313.204,7999.998,8027.635,332.7152472,2719127.7292078724
2019-10-23 00:00:00+00:00,8027.635,8052.82,7333.0,7479.96,899.81607331,6856841.28473014
2019-10-24 00:00:00+00:00,7476.401,7513.147,7356.416,7433.838,492.15320156,3666876.4121228503
2019-10-25 00:00:00+00:00,7430.581,8789.794,7408.874,8675.219,1465.50269944,12160344.250858579
2019-10-26 00:00:00+00:00,8679.909,10540.0,8652.33,9271.52,2430.43657894,23056577.778555628
2019-10-27 00:00:00+00:00,9260.047,9817.443,9099.269,9552.996,867.97352236,8239058.3768438855
2019-10-28 00:00:00+00:00,9569.654,9933.248,9189.142,9221.232,825.92585423,7830588.750045211
2019-10-29 00:00:00+00:00,9232.687,9555.0,9072.656,9431.596,447.98053583,4202923.883894815
2019-10-30 00:00:00+00:00,9431.451,9439.525,8994.49,9170.0,513.75347327,4720422.0825274475
2019-10-31 00:00:00+00:00,9170.001,9431.1,8943.0,9162.654,676.03847458,6211972.187494768
2019-11-01 00:00:00+00:00,9154.719,9300.0,9066.0,9260.402,337.84141888,3096197.23997594
2019-11-02 00:00:00+00:00,9265.721,9393.0,9209.0,9307.694,167.18102652,1555763.5168114952
2019-11-03 00:00:00+00:00,9307.693,9374.927,9079.27,9213.384,169.94501547,1564835.666429094
2019-11-04 00:00:00+00:00,9215.867,9607.404,9136.0,9420.384,426.14617253,4001059.701283655
2019-11-05 00:00:00+00:00,9417.07,9475.425,9178.476,9310.497,357.16902825,3335250.783753888
2019-11-06 00:00:00+00:00,9316.804,9433.759,9263.985,9352.0,240.20651594,2243932.5266154087
2019-11-07 00:00:00+00:00,9352.0,9372.615,9087.354,9216.169,335.45901497,3094432.6620911034
2019-11-08 00:00:00+00:00,9209.369,9247.1,8674.0,8768.823,688.69441467,6097160.066032722
2019-11-09 00:00:00+00:00,8754.334,8875.596,8727.739,8804.099,193.60870943,1703558.372550822
2019-11-10 00:00:00+00:00,8804.618,9146.0,8756.707,9042.321,281.09674428,2520784.1980059957
2019-11-11 00:00:00+00:00,9037.963,9066.904,8602.0,8721.537,559.98175799,4916541.592806668
2019-11-12 00:00:00+00:00,8721.536,8882.24,8561.523,8809.0,281.59319112,2456830.9597295313
2019-11-13 00:00:00+00:00,8809.0,8829.422,8711.159,8761.669,248.40630813,2173474.8218435002
2019-11-14 00:00:00+00:00,8761.669,8782.864,8566.0,8641.08,223.57761885,1934960.9091995095
2019-11-15 00:00:00+00:00,8635.334,8768.26,8370.0,8454.075,419.47428288,3581310.5149428956
2019-11-16 00:00:00+00:00,8454.075,8522.0,8433.873,8487.36,122.32962054,1037009.4532451038
2019-11-17 00:00:00+00:00,8490.362,8621.476,8375.0,8500.644,190.73855507,1626571.515166675
2019-11-18 00:00:00+00:00,8499.175,8499.175,8020.0,8180.0,404.39158492,3342240.751778513
