time,ADA open,ADA high,ADA low,ADA close,ADA volume,ADA daily_return
2019-03-20 00:00:00+00:00,0.052,0.054,0.051,0.054,1157293.71153043,
2019-03-21 00:00:00+00:00,0.053,0.055,0.05,0.054,2022167.22538419,0.0
2019-03-22 00:00:00+00:00,0.052,0.059,0.051,0.057,3804860.11754157,0.05555555555555558
2019-03-23 00:00:00+00:00,0.057,0.064,0.056,0.064,2363546.08332457,0.12280701754385959
2019-03-24 00:00:00+00:00,0.064,0.064,0.059,0.062,1459650.36601212,-0.03125
2019-03-25 00:00:00+00:00,0.062,0.062,0.056,0.059,2591409.35334667,-0.048387096774193616
2019-03-26 00:00:00+00:00,0.06,0.062,0.058,0.062,1714688.84719778,0.05084745762711873
2019-03-27 00:00:00+00:00,0.062,0.068,0.061,0.067,1675121.35669433,0.08064516129032273
2019-03-28 00:00:00+00:00,0.066,0.067,0.064,0.066,1020380.16348381,-0.014925373134328401
2019-03-29 00:00:00+00:00,0.066,0.072,0.066,0.071,1473725.1429098,0.07575757575757569
2019-03-30 00:00:00+00:00,0.071,0.073,0.068,0.073,1333702.7145474,0.028169014084507005
2019-03-31 00:00:00+00:00,0.072,0.072,0.07,0.07,962349.30053356,-0.041095890410958735
2019-04-01 00:00:00+00:00,0.069,0.073,0.069,0.071,2648218.11255543,0.014285714285714013
2019-04-02 00:00:00+00:00,0.073,0.086,0.07,0.086,7165504.55603428,0.21126760563380276
2019-04-03 00:00:00+00:00,0.086,0.101,0.084,0.091,11684033.11538147,0.058139534883721034
2019-04-04 00:00:00+00:00,0.091,0.095,0.082,0.088,4903857.742058,-0.03296703296703296
2019-04-05 00:00:00+00:00,0.09,0.093,0.087,0.091,3451733.869167,0.03409090909090917
2019-04-06 00:00:00+00:00,0.09,0.095,0.087,0.091,1874622.49028935,0.0
2019-04-07 00:00:00+00:00,0.09,0.091,0.088,0.09,1578863.25266177,-0.01098901098901095
2019-04-08 00:00:00+00:00,0.09,0.092,0.083,0.086,1894849.94105275,-0.04444444444444451
2019-04-09 00:00:00+00:00,0.086,0.087,0.082,0.083,2014253.26294908,-0.0348837209302324
2019-04-10 00:00:00+00:00,0.083,0.093,0.083,0.089,1920269.5205316,0.07228915662650581
2019-04-11 00:00:00+00:00,0.09,0.091,0.077,0.083,4962009.17761779,-0.0674157303370786
2019-04-12 00:00:00+00:00,0.083,0.086,0.08,0.084,1467563.51284081,0.012048192771084265
2019-04-13 00:00:00+00:00,0.082,0.086,0.082,0.083,1129036.39557462,-0.011904761904761862
2019-04-14 00:00:00+00:00,0.084,0.085,0.081,0.085,431676.62554798,0.024096385542168752
2019-04-15 00:00:00+00:00,0.086,0.086,0.08,0.082,1685788.82631634,-0.03529411764705881
2019-04-16 00:00:00+00:00,0.081,0.084,0.08,0.083,407541.15092899,0.012195121951219523
2019-04-17 00:00:00+00:00,0.084,0.085,0.082,0.083,2228216.58096135,0.0
2019-04-18 00:00:00+00:00,0.083,0.084,0.081,0.081,903107.09346234,-0.02409638554216864
2019-04-19 00:00:00+00:00,0.081,0.082,0.077,0.079,1319628.37702349,-0.024691358024691357
2019-04-20 00:00:00+00:00,0.079,0.08,0.075,0.075,5197920.37283437,-0.05063291139240511
2019-04-21 00:00:00+00:00,0.077,0.077,0.071,0.075,2820526.41085219,0.0
2019-04-22 00:00:00+00:00,0.073,0.079,0.072,0.078,2054104.78622567,0.040000000000000036
2019-04-23 00:00:00+00:00,0.079,0.08,0.074,0.074,1370424.16708458,-0.05128205128205132
2019-04-24 00:00:00+00:00,0.075,0.076,0.069,0.072,4602358.09907782,-0.027027027027027084
2019-04-25 00:00:00+00:00,0.073,0.076,0.066,0.068,2587750.56128665,-0.05555555555555547
2019-04-26 00:00:00+00:00,0.068,0.07,0.065,0.068,2812377.76198518,0.0
2019-04-27 00:00:00+00:00,0.068,0.071,0.067,0.069,1100880.54075635,0.014705882352941124
2019-04-28 00:00:00+00:00,0.068,0.069,0.067,0.067,227976.01621879,-0.02898550724637683
2019-04-29 00:00:00+00:00,0.066,0.068,0.063,0.063,1213946.66684508,-0.059701492537313494
2019-04-30 00:00:00+00:00,0.064,0.07,0.064,0.07,1352105.36400766,0.11111111111111116
2019-05-01 00:00:00+00:00,0.07,0.07,0.066,0.068,1498579.90346067,-0.02857142857142858
2019-05-02 00:00:00+00:00,0.068,0.069,0.067,0.068,969001.88023908,0.0
2019-05-03 00:00:00+00:00,0.067,0.072,0.067,0.069,3745299.47993722,0.014705882352941124
2019-05-04 00:00:00+00:00,0.069,0.072,0.064,0.06605,3771972.38708514,-0.04275362318840592
2019-05-05 00:00:00+00:00,0.06699,0.067,0.065,0.066,1150414.62505756,-0.0007570022710067237
2019-05-06 00:00:00+00:00,0.06525,0.068,0.06282,0.06608,3497661.97856898,0.00121212121212122
2019-05-07 00:00:00+00:00,0.06687,0.06868,0.063,0.063,2241265.74861865,-0.04661016949152541
2019-05-08 00:00:00+00:00,0.063,0.06455,0.06138,0.0635,1863266.83711606,0.007936507936507908
2019-05-09 00:00:00+00:00,0.06408,0.0648,0.06,0.06128,2750140.63598772,-0.03496062992125981
2019-05-10 00:00:00+00:00,0.06135,0.06554,0.0587,0.06292,4766337.77186682,0.026762402088772896
2019-05-11 00:00:00+00:00,0.06377,0.0791,0.06377,0.07567,7933018.98482097,0.2026382708200889
2019-05-12 00:00:00+00:00,0.075,0.07747,0.068,0.06999,5393092.76349303,-0.07506277256508531
2019-05-13 00:00:00+00:00,0.0699,0.07729,0.06976,0.07337,3280277.0465095,0.04829261323046152
2019-05-14 00:00:00+00:00,0.07318,0.08477,0.07318,0.08477,7363792.06276407,0.15537685702603232
2019-05-15 00:00:00+00:00,0.085,0.09581,0.0825,0.094,9849102.98917927,0.10888285950218246
2019-05-16 00:00:00+00:00,0.09478,0.10073,0.08319,0.08712,11464461.03363509,-0.07319148936170206
2019-05-17 00:00:00+00:00,0.08839,0.08891,0.0735,0.08257,10358424.9506255,-0.052226813590449894
2019-05-18 00:00:00+00:00,0.08338,0.08582,0.07893,0.07939,2630401.39034473,-0.03851277703766509
2019-05-19 00:00:00+00:00,0.079,0.09,0.079,0.08714,5453393.85476441,0.097619347524877
2019-05-20 00:00:00+00:00,0.08708,0.08728,0.0783,0.08499,5894984.18757658,-0.024672940096396645
2019-05-21 00:00:00+00:00,0.08588,0.08639,0.08242,0.08429,2532457.30618601,-0.008236263089775209
2019-05-22 00:00:00+00:00,0.08428,0.08518,0.07702,0.07711,5683378.57849117,-0.08518210938426862
2019-05-23 00:00:00+00:00,0.07704,0.0807,0.07375,0.08,2235875.36258869,0.03747892620931137
2019-05-24 00:00:00+00:00,0.0807,0.084,0.0784,0.081,2512744.76140631,0.012499999999999956
2019-05-25 00:00:00+00:00,0.08067,0.0823,0.07965,0.08023,705484.76111005,-0.009506172839506277
2019-05-26 00:00:00+00:00,0.07985,0.08731,0.07863,0.08627,2434406.84760603,0.0752835597656738
2019-05-27 00:00:00+00:00,0.0861,0.09375,0.08511,0.09167,5019483.0646726,0.06259418105946457
2019-05-28 00:00:00+00:00,0.09148,0.093,0.08744,0.093,3170721.3265131,0.01450856332496997
2019-05-29 00:00:00+00:00,0.0925,0.0939,0.086,0.09051,3844676.39472216,-0.02677419354838717
2019-05-30 00:00:00+00:00,0.09181,0.09667,0.08,0.08499,5167081.15617217,-0.06098773616175002
2019-05-31 00:00:00+00:00,0.08497,0.08933,0.08202,0.08879,3560625.39911651,0.04471114248735142
2019-06-01 00:00:00+00:00,0.08879,0.09299,0.08615,0.08992,3073778.49882154,0.01272665840747833
2019-06-02 00:00:00+00:00,0.09236,0.0978,0.09207,0.09648,3647041.01054007,0.07295373665480431
2019-06-03 00:00:00+00:00,0.096,0.09779,0.08753,0.08818,4689486.70746187,-0.08602819237147596
2019-06-04 00:00:00+00:00,0.08818,0.08818,0.07901,0.08197,4527372.97979436,-0.07042413245633927
2019-06-05 00:00:00+00:00,0.08223,0.08494,0.0799,0.083,2328445.1758285,0.012565572770525835
2019-06-06 00:00:00+00:00,0.083,0.08412,0.07801,0.08283,2241814.56896625,-0.0020481927710843673
2019-06-07 00:00:00+00:00,0.08345,0.08759,0.0825,0.08527,1423854.21048075,0.029457925872268476
2019-06-08 00:00:00+00:00,0.086,0.08636,0.08133,0.0839,790389.37546881,-0.01606661193854808
2019-06-09 00:00:00+00:00,0.08448,0.08448,0.07708,0.07883,4075099.67428544,-0.06042908224076282
2019-06-10 00:00:00+00:00,0.07801,0.08598,0.078,0.08598,3237066.37873305,0.09070150957757206
2019-06-11 00:00:00+00:00,0.086,0.08974,0.08237,0.08802,4163150.50468478,0.023726448011165413
2019-06-12 00:00:00+00:00,0.0865,0.0965,0.08576,0.0965,5866938.09910134,0.09634174051351962
2019-06-13 00:00:00+00:00,0.0956,0.09688,0.089,0.08982,4553351.99695166,-0.06922279792746122
2019-06-14 00:00:00+00:00,0.09019,0.09098,0.0856,0.09026,4528004.35969266,0.0048986862614117666
2019-06-15 00:00:00+00:00,0.09094,0.09284,0.09053,0.09176,1080338.17650343,0.016618657212497112
2019-06-16 00:00:00+00:00,0.09151,0.0942,0.09017,0.09272,3122712.85994435,0.010462074978204061
2019-06-17 00:00:00+00:00,0.09272,0.09395,0.09147,0.0936,1150250.90292532,0.009490940465918918
2019-06-18 00:00:00+00:00,0.09336,0.09336,0.08854,0.08894,2017430.69495983,-0.04978632478632472
2019-06-19 00:00:00+00:00,0.08964,0.09167,0.08828,0.09,1208541.7851108,0.011918147065437257
2019-06-20 00:00:00+00:00,0.09036,0.09036,0.08517,0.08739,3415784.17371334,-0.029000000000000026
2019-06-21 00:00:00+00:00,0.08741,0.09154,0.08739,0.08961,2104448.02206408,0.02540336422931677
2019-06-22 00:00:00+00:00,0.08975,0.0975,0.08909,0.09386,7125539.85962705,0.04742774243946002
2019-06-23 00:00:00+00:00,0.09386,0.10279,0.09319,0.09594,7332568.05919356,0.02216066481994461
2019-06-24 00:00:00+00:00,0.09552,0.09901,0.09336,0.0971,3187962.01136693,0.012090890139670796
2019-06-25 00:00:00+00:00,0.098,0.098,0.0936,0.09599,1467846.37690433,-0.011431513903192636
2019-06-26 00:00:00+00:00,0.09606,0.106,0.0915,0.09599,9145950.02421871,0.0
2019-06-27 00:00:00+00:00,0.09599,0.09791,0.08025,0.08536,5627455.51785531,-0.11074070215647458
2019-06-28 00:00:00+00:00,0.08411,0.08855,0.0836,0.08849,1955891.24345089,0.036668228678537806
2019-06-29 00:00:00+00:00,0.0885,0.09,0.08374,0.08907,2961358.03937414,0.006554412928014397
2019-06-30 00:00:00+00:00,0.09,0.09,0.081,0.0818,2100284.68724327,-0.0816211968114966
2019-07-01 00:00:00+00:00,0.0818,0.0852,0.0797,0.083,2324820.15527338,0.014669926650366927
2019-07-02 00:00:00+00:00,0.0839,0.0839,0.076,0.08078,2682605.33534392,-0.02674698795180719
2019-07-03 00:00:00+00:00,0.08093,0.08345,0.08,0.082,2252424.85441935,0.015102748205001237
2019-07-04 00:00:00+00:00,0.08288,0.08288,0.0775,0.0775,1744101.94078995,-0.054878048780487854
2019-07-05 00:00:00+00:00,0.077,0.07868,0.07559,0.076,865923.10278504,-0.01935483870967747
2019-07-06 00:00:00+00:00,0.07619,0.0805,0.07619,0.07673,721170.64686803,0.009605263157894894
2019-07-07 00:00:00+00:00,0.07717,0.0809,0.07669,0.07966,772831.04390905,0.038185846474651175
2019-07-08 00:00:00+00:00,0.07987,0.08286,0.07522,0.08036,4344821.54283936,0.008787346221441172
2019-07-09 00:00:00+00:00,0.08002,0.08079,0.07717,0.07777,3392437.25849233,-0.03222996515679433
2019-07-10 00:00:00+00:00,0.078,0.07815,0.069,0.07177,3942909.77125568,-0.07715057220007726
2019-07-11 00:00:00+00:00,0.071,0.07148,0.0625,0.06495,2498221.62332722,-0.09502577678695845
2019-07-12 00:00:00+00:00,0.06491,0.07071,0.06348,0.06968,1930275.31659638,0.072825250192456
2019-07-13 00:00:00+00:00,0.06985,0.06991,0.0644,0.06623,1315362.78129021,-0.0495120551090702
2019-07-14 00:00:00+00:00,0.0669,0.06691,0.05899,0.05901,3804403.33117793,-0.1090140419749358
2019-07-15 00:00:00+00:00,0.059,0.0603,0.05421,0.05904,2795385.60174616,0.0005083884087442314
2019-07-16 00:00:00+00:00,0.05916,0.06082,0.0498,0.05235,9028728.25878192,-0.11331300813008127
2019-07-17 00:00:00+00:00,0.05278,0.05796,0.05018,0.0549,2018889.78746962,0.04871060171919761
2019-07-18 00:00:00+00:00,0.0549,0.05999,0.05346,0.05905,3175662.42877559,0.07559198542805112
2019-07-19 00:00:00+00:00,0.0585,0.06096,0.05657,0.06,2623682.06978302,0.01608806096528359
2019-07-20 00:00:00+00:00,0.0599,0.0652,0.0599,0.0629,2608524.59510279,0.04833333333333334
2019-07-21 00:00:00+00:00,0.06234,0.06383,0.05917,0.06085,2262582.63314838,-0.03259141494435602
2019-07-22 00:00:00+00:00,0.06138,0.06267,0.05803,0.05949,1267385.75770608,-0.022350041084634342
2019-07-23 00:00:00+00:00,0.05949,0.05949,0.05545,0.056,1408861.86391223,-0.058665321902840795
2019-07-24 00:00:00+00:00,0.05546,0.059,0.054,0.05892,867858.23618811,0.052142857142857046
2019-07-25 00:00:00+00:00,0.059,0.0604,0.05833,0.05883,348019.32884203,-0.0015274949083503575
2019-07-26 00:00:00+00:00,0.058,0.063,0.05659,0.0622,1910768.88268065,0.057283698793132665
2019-07-27 00:00:00+00:00,0.06291,0.06384,0.057,0.05962,1610307.91260058,-0.04147909967845653
2019-07-28 00:00:00+00:00,0.06,0.06,0.05639,0.05821,880493.08403686,-0.023649781952365
2019-07-29 00:00:00+00:00,0.05903,0.062,0.058,0.0598,1348883.88194445,0.027314894348050123
2019-07-30 00:00:00+00:00,0.05979,0.06174,0.05801,0.06,1325716.11139187,0.0033444816053511683
2019-07-31 00:00:00+00:00,0.06,0.06095,0.05929,0.05988,1205497.66066255,-0.0019999999999998908
2019-08-01 00:00:00+00:00,0.06001,0.06001,0.05801,0.05873,438158.53285081,-0.019205076820307365
2019-08-02 00:00:00+00:00,0.05864,0.05899,0.05631,0.05751,1306971.15051572,-0.02077302911629486
2019-08-03 00:00:00+00:00,0.057,0.05812,0.057,0.05755,857067.01737692,0.0006955312119631962
2019-08-04 00:00:00+00:00,0.05772,0.05835,0.05622,0.05631,800753.17045066,-0.021546481320590782
2019-08-05 00:00:00+00:00,0.057,0.059,0.05631,0.0565,2818178.8425107,0.003374178653880344
2019-08-06 00:00:00+00:00,0.05635,0.0565,0.05283,0.05316,1594426.46889112,-0.059115044247787685
2019-08-07 00:00:00+00:00,0.0532,0.05416,0.05142,0.0518,903644.85706351,-0.02558314522197136
2019-08-08 00:00:00+00:00,0.05184,0.053,0.05032,0.05227,1754417.9905375,0.009073359073358933
2019-08-09 00:00:00+00:00,0.05215,0.05224,0.04724,0.04769,3783532.06390702,-0.08762196288502
2019-08-10 00:00:00+00:00,0.04777,0.05333,0.0465,0.05236,3719476.39346932,0.09792409310127903
2019-08-11 00:00:00+00:00,0.05292,0.05573,0.05185,0.05507,1245835.87294514,0.051757066462948975
2019-08-12 00:00:00+00:00,0.05358,0.05451,0.05268,0.053,520756.89192668,-0.03758852369711285
2019-08-13 00:00:00+00:00,0.0527,0.0527,0.04994,0.05217,1290976.9045161,-0.015660377358490463
2019-08-14 00:00:00+00:00,0.05228,0.05356,0.04653,0.04692,2228219.67729683,-0.10063254744105798
2019-08-15 00:00:00+00:00,0.047,0.04799,0.04471,0.04763,1483857.57105259,0.015132139812446654
2019-08-16 00:00:00+00:00,0.04704,0.04781,0.04443,0.04665,1763407.90610035,-0.020575267688431653
2019-08-17 00:00:00+00:00,0.04701,0.04781,0.04665,0.04742,527594.49917842,0.016505894962486556
2019-08-18 00:00:00+00:00,0.04743,0.05118,0.0469,0.05103,1253812.3246744,0.07612821594264019
2019-08-19 00:00:00+00:00,0.05006,0.05083,0.04952,0.05049,1269480.96690217,-0.010582010582010581
2019-08-20 00:00:00+00:00,0.05029,0.05029,0.04898,0.04932,482439.31776967,-0.02317290552584661
2019-08-21 00:00:00+00:00,0.04903,0.04904,0.046,0.04684,1082810.21848865,-0.05028386050283862
2019-08-22 00:00:00+00:00,0.048,0.05101,0.04676,0.04945,974323.17639997,0.05572160546541416
2019-08-23 00:00:00+00:00,0.04975,0.05007,0.049,0.04997,557972.85452685,0.010515672396359976
2019-08-24 00:00:00+00:00,0.05006,0.05103,0.04825,0.05019,884634.47162127,0.0044026415849509615
2019-08-25 00:00:00+00:00,0.05048,0.05272,0.04848,0.04942,553770.52938861,-0.015341701534170138
2019-08-26 00:00:00+00:00,0.04943,0.05092,0.04893,0.04977,775564.06301371,0.007082152974504208
2019-08-27 00:00:00+00:00,0.049,0.04954,0.0482,0.04954,309358.41180589,-0.004621257785814792
2019-08-28 00:00:00+00:00,0.05,0.05001,0.04495,0.04583,2157659.18277805,-0.07488897860314891
2019-08-29 00:00:00+00:00,0.04501,0.0452,0.043,0.04453,3601755.83983664,-0.028365699323587235
2019-08-30 00:00:00+00:00,0.04441,0.0458,0.04415,0.04489,914912.33180818,0.008084437457893445
2019-08-31 00:00:00+00:00,0.04488,0.04555,0.044,0.0448,822371.2688678,-0.002004900868790349
2019-09-01 00:00:00+00:00,0.04479,0.04523,0.04382,0.04493,1008119.66849568,0.0029017857142856762
2019-09-02 00:00:00+00:00,0.04428,0.0462,0.04347,0.04541,1337292.37181075,0.01068328511017147
2019-09-03 00:00:00+00:00,0.0454,0.04745,0.04467,0.0464,1146227.32610724,0.02180136533803112
2019-09-04 00:00:00+00:00,0.04632,0.0469,0.04519,0.04544,2224650.66385281,-0.020689655172413723
2019-09-05 00:00:00+00:00,0.04526,0.04557,0.044,0.04441,1460266.02468942,-0.022667253521126862
2019-09-06 00:00:00+00:00,0.04469,0.04489,0.04346,0.04445,3685578.35796899,0.0009006980409818066
2019-09-07 00:00:00+00:00,0.04444,0.04665,0.044,0.04554,1183011.97127045,0.024521934758155117
2019-09-08 00:00:00+00:00,0.04614,0.04759,0.04602,0.04661,381823.72748816,0.023495827843653894
2019-09-09 00:00:00+00:00,0.04661,0.04707,0.0454,0.04706,1125534.2996731,0.009654580562111104
2019-09-10 00:00:00+00:00,0.04706,0.04844,0.04566,0.04636,1045290.57064879,-0.01487462813429663
2019-09-11 00:00:00+00:00,0.04685,0.04685,0.0446,0.04484,191866.57890187,-0.032786885245901676
2019-09-12 00:00:00+00:00,0.04517,0.04651,0.04451,0.04533,539369.20878659,0.010927743086529995
2019-09-13 00:00:00+00:00,0.04541,0.04556,0.04499,0.04546,1775064.32862922,0.002867857930730189
2019-09-14 00:00:00+00:00,0.04581,0.04722,0.04494,0.04651,230203.63299215,0.023097228332600084
2019-09-15 00:00:00+00:00,0.04653,0.0468,0.04626,0.0467,489368.53636514,0.004085142980004175
2019-09-16 00:00:00+00:00,0.04678,0.04761,0.04585,0.04697,1768120.30058494,0.005781584582441157
2019-09-17 00:00:00+00:00,0.04708,0.05073,0.04704,0.04883,2009335.77188188,0.03959974451777737
2019-09-18 00:00:00+00:00,0.04889,0.05561,0.04889,0.05382,3500821.56885135,0.1021912758550072
2019-09-19 00:00:00+00:00,0.05275,0.05474,0.04951,0.05276,1802689.03410994,-0.019695280564845707
2019-09-20 00:00:00+00:00,0.05233,0.05233,0.05029,0.05233,487258.57859814,-0.00815011372251706
2019-09-21 00:00:00+00:00,0.0525,0.05315,0.05124,0.05181,808760.76219858,-0.009936938658513306
2019-09-22 00:00:00+00:00,0.05176,0.05182,0.04772,0.04903,1268123.4917352,-0.05365759505886902
2019-09-23 00:00:00+00:00,0.04903,0.04971,0.04599,0.046,1177353.55726715,-0.06179889863348964
2019-09-24 00:00:00+00:00,0.04596,0.04645,0.03613,0.0375,4770742.34472684,-0.18478260869565222
2019-09-25 00:00:00+00:00,0.03755,0.04036,0.03642,0.03924,2206243.82901814,0.0464
2019-09-26 00:00:00+00:00,0.03931,0.03996,0.0351,0.03784,3359349.93099691,-0.03567787971457692
2019-09-27 00:00:00+00:00,0.03809,0.03993,0.037,0.0393,2167677.54060647,0.03858350951374212
2019-09-28 00:00:00+00:00,0.03953,0.03968,0.03821,0.03833,480146.25979693,-0.024681933842239157
2019-09-29 00:00:00+00:00,0.03867,0.03875,0.03617,0.03729,2968784.49610288,-0.027132794156013773
2019-09-30 00:00:00+00:00,0.03728,0.03998,0.03599,0.03869,5375429.22880765,0.03754357736658642
2019-10-01 00:00:00+00:00,0.039,0.03987,0.03799,0.0385,1816915.7892285,-0.004910829671749828
2019-10-02 00:00:00+00:00,0.03844,0.03949,0.03783,0.03948,899648.43277192,0.025454545454545396
2019-10-03 00:00:00+00:00,0.03959,0.03988,0.0376,0.03846,1924366.55684492,-0.02583586626139822
2019-10-04 00:00:00+00:00,0.03814,0.04017,0.03752,0.03937,1331470.33879051,0.023660946437857433
2019-10-05 00:00:00+00:00,0.03938,0.03975,0.03883,0.03949,1322917.95127278,0.003048006096012079
2019-10-06 00:00:00+00:00,0.03952,0.03999,0.03817,0.03877,997115.45768313,-0.018232463914915176
2019-10-07 00:00:00+00:00,0.03836,0.04185,0.03812,0.0415,4392246.0287117,0.0704152695383029
2019-10-08 00:00:00+00:00,0.04147,0.04204,0.04043,0.0412,1417660.55568543,-0.0072289156626506035
2019-10-09 00:00:00+00:00,0.04126,0.04356,0.04068,0.04268,1398425.71798984,0.03592233009708745
2019-10-10 00:00:00+00:00,0.04264,0.04264,0.04085,0.04151,591907.07835342,-0.027413308341143527
2019-10-11 00:00:00+00:00,0.0415,0.04248,0.03999,0.04,928822.78460736,-0.03637677668031791
2019-10-12 00:00:00+00:00,0.04034,0.04101,0.04025,0.04029,428528.34769729,0.007249999999999979
2019-10-13 00:00:00+00:00,0.0405,0.04177,0.04047,0.04126,791635.8518692,0.024075452965996558
2019-10-14 00:00:00+00:00,0.0409,0.04205,0.04082,0.04157,1472449.61287862,0.007513330101793558
2019-10-15 00:00:00+00:00,0.04182,0.04183,0.03916,0.03963,1216662.02528964,-0.046668270387298594
2019-10-16 00:00:00+00:00,0.03972,0.03972,0.03753,0.0382,2390349.41654056,-0.03608377491799142
2019-10-17 00:00:00+00:00,0.0383,0.03937,0.03791,0.03924,1300496.13650254,0.027225130890052407
2019-10-18 00:00:00+00:00,0.03936,0.03943,0.0375,0.0382,1519632.93853135,-0.02650356778797147
2019-10-19 00:00:00+00:00,0.0381,0.03949,0.03783,0.03903,958418.36152192,0.021727748691099613
2019-10-20 00:00:00+00:00,0.03903,0.03953,0.03831,0.03939,432219.67001225,0.009223674096848544
2019-10-21 00:00:00+00:00,0.0391,0.03937,0.03863,0.03928,842007.66094134,-0.002792586951002818
2019-10-22 00:00:00+00:00,0.03911,0.03998,0.0386,0.0386,615336.55133775,-0.01731160896130346
2019-10-23 00:00:00+00:00,0.03874,0.03874,0.0353,0.03626,1559049.85604045,-0.060621761658031126
2019-10-24 00:00:00+00:00,0.03653,0.03801,0.036,0.03766,1505808.34801413,0.03861003861003853
2019-10-25 00:00:00+00:00,0.0375,0.042,0.0374,0.04113,4022146.04411332,0.09214020180562943
2019-10-26 00:00:00+00:00,0.04113,0.0435,0.0394,0.04077,4204146.93917551,-0.008752735229759279
2019-10-27 00:00:00+00:00,0.04084,0.0437,0.03979,0.04237,1432263.44396557,0.03924454255580079
2019-10-28 00:00:00+00:00,0.04264,0.04461,0.04201,0.04239,2274239.17797481,0.0004720320981825843
2019-10-29 00:00:00+00:00,0.04243,0.04359,0.04237,0.04329,1161106.80705582,0.021231422505308073
2019-10-30 00:00:00+00:00,0.04359,0.04431,0.04122,0.04182,1883055.06456886,-0.03395703395703398
2019-10-31 00:00:00+00:00,0.0421,0.04226,0.0401,0.04119,888335.55477537,-0.015064562410330162
2019-11-01 00:00:00+00:00,0.04151,0.04248,0.04079,0.04209,302760.94441072,0.021849963583394194
2019-11-02 00:00:00+00:00,0.04223,0.04301,0.04201,0.04236,281354.5186344,0.006414825374198241
2019-11-03 00:00:00+00:00,0.04251,0.04259,0.04139,0.04168,260552.84677406,-0.016052880075542952
2019-11-04 00:00:00+00:00,0.04162,0.04362,0.04137,0.04332,836699.31415287,0.039347408829174535
2019-11-05 00:00:00+00:00,0.04352,0.04465,0.04305,0.04419,1408400.38850943,0.020083102493074767
2019-11-06 00:00:00+00:00,0.04408,0.046,0.04372,0.04455,822137.28864677,0.008146639511201537
2019-11-07 00:00:00+00:00,0.04485,0.04496,0.04246,0.04334,995745.28739861,-0.02716049382716057
2019-11-08 00:00:00+00:00,0.04319,0.04362,0.04061,0.04213,2352426.44143644,-0.027918781725888242
2019-11-09 00:00:00+00:00,0.04212,0.04263,0.0419,0.04222,342046.92682409,0.002136244956088218
2019-11-10 00:00:00+00:00,0.04242,0.0443,0.04242,0.04396,1381046.33809639,0.04121269540502137
2019-11-11 00:00:00+00:00,0.04404,0.04404,0.0425,0.04316,957948.91432678,-0.018198362147406777
2019-11-12 00:00:00+00:00,0.04318,0.04454,0.043,0.04358,699941.02111304,0.009731232622798958
2019-11-13 00:00:00+00:00,0.04351,0.0439,0.04314,0.04321,561797.71446032,-0.008490133088572827
2019-11-14 00:00:00+00:00,0.04335,0.04336,0.04188,0.04271,1097320.4073079,-0.01157139551029851
2019-11-15 00:00:00+00:00,0.04242,0.04444,0.04178,0.04392,932565.56365552,0.02833060173261548
2019-11-16 00:00:00+00:00,0.0443,0.04449,0.04332,0.04391,722359.68209976,-0.00022768670309658567
2019-11-17 00:00:00+00:00,0.04391,0.04577,0.04308,0.04519,604102.31708296,0.02915053518560695
2019-11-18 00:00:00+00:00,0.04458,0.046,0.04277,0.04317,1316038.95441417,-0.0447001549015269
2019-11-19 00:00:00+00:00,0.0431,0.04331,0.04111,0.04201,1147108.92438145,-0.026870511929580787
2019-11-20 00:00:00+00:00,0.04213,0.04229,0.04025,0.04115,1118612.59337537,-0.02047131635324917
