time,ETH open,ETH high,ETH low,ETH close,ETH volume,ETH daily_return
2019-03-20 00:00:00+00:00,138.0,139.275,135.58,138.856,2170.43121201,
2019-03-21 00:00:00+00:00,138.644,139.064,132.16,134.669,3953.11925017,-0.030153540358356712
2019-03-22 00:00:00+00:00,134.52,136.857,134.05,135.941,3476.09590105,0.00944538089686553
2019-03-23 00:00:00+00:00,135.761,137.515,135.372,136.26,1882.711386,0.0023466062482988548
2019-03-24 00:00:00+00:00,136.184,136.484,134.281,135.538,1098.30983544,-0.005298693673858601
2019-03-25 00:00:00+00:00,135.263,136.165,130.904,133.136,2861.06108495,-0.017721967271171257
2019-03-26 00:00:00+00:00,133.168,133.99,131.602,132.92,1958.6857025,-0.0016224011537075977
2019-03-27 00:00:00+00:00,133.096,139.607,133.096,139.45,3615.15599198,0.04912729461330123
2019-03-28 00:00:00+00:00,138.669,138.879,136.951,137.364,1067.52322869,-0.014958766583004546
2019-03-29 00:00:00+00:00,137.611,142.901,137.158,142.771,3253.03076889,0.03936256952331019
2019-03-30 00:00:00+00:00,142.87,145.439,140.15,142.231,1930.46777066,-0.0037822807152712024
2019-03-31 00:00:00+00:00,142.307,142.307,140.062,141.296,1579.87776059,-0.006573813022477504
2019-04-01 00:00:00+00:00,140.812,142.761,139.137,141.298,2642.71114798,1.4154682369094118e-05
2019-04-02 00:00:00+00:00,140.85,167.244,140.85,165.03,20183.11796598,0.1679570836105253
2019-04-03 00:00:00+00:00,164.717,180.104,151.542,160.954,23766.227512,-0.024698539659455787
2019-04-04 00:00:00+00:00,160.905,165.09,152.877,157.348,9768.51722746,-0.02240391664699226
2019-04-05 00:00:00+00:00,157.417,168.428,156.456,165.853,4203.40611788,0.05405216462872109
2019-04-06 00:00:00+00:00,166.191,173.13,160.607,165.835,4787.51382561,-0.00010852984269205113
2019-04-07 00:00:00+00:00,165.483,176.51,164.15,174.889,5653.11173022,0.0545964362167215
2019-04-08 00:00:00+00:00,174.679,187.48,174.0,180.9,9495.90160363,0.03437037206456672
2019-04-09 00:00:00+00:00,180.083,180.769,174.46,175.9,3953.10063973,-0.027639579878385834
2019-04-10 00:00:00+00:00,175.978,185.141,170.599,177.478,8662.37169875,0.008971006253553071
2019-04-11 00:00:00+00:00,177.817,177.817,160.342,165.12,11429.50996355,-0.0696311655529136
2019-04-12 00:00:00+00:00,164.99,167.354,159.628,164.394,4420.77456237,-0.004396802325581373
2019-04-13 00:00:00+00:00,164.394,166.333,162.246,164.121,4532.10261407,-0.0016606445490711108
2019-04-14 00:00:00+00:00,164.216,169.0,161.803,168.414,2876.80749522,0.026157530114975902
2019-04-15 00:00:00+00:00,168.414,169.249,156.003,160.268,5135.54216729,-0.04836890044770614
2019-04-16 00:00:00+00:00,160.0,167.926,159.583,166.409,3041.99188745,0.038317068909576424
2019-04-17 00:00:00+00:00,166.29,168.39,164.74,166.726,2397.75816455,0.0019049450450396854
2019-04-18 00:00:00+00:00,166.626,176.0,166.398,174.14,3731.34873306,0.04446816933171793
2019-04-19 00:00:00+00:00,174.13,174.459,169.5,173.916,3842.14781782,-0.0012863213506373317
2019-04-20 00:00:00+00:00,173.916,177.83,170.869,173.41,5614.52206714,-0.0029094505393408854
2019-04-21 00:00:00+00:00,174.003,174.353,166.667,170.019,2693.88014983,-0.01955481229456202
2019-04-22 00:00:00+00:00,170.208,173.538,168.163,171.51,2992.43028293,0.008769608102623838
2019-04-23 00:00:00+00:00,171.56,176.56,169.074,170.893,5267.81337863,-0.003597457874176424
2019-04-24 00:00:00+00:00,170.334,170.944,160.271,165.619,7027.73794377,-0.030861416207802583
2019-04-25 00:00:00+00:00,165.62,166.227,147.0,152.136,8658.96399099,-0.0814097416359234
2019-04-26 00:00:00+00:00,151.878,155.727,148.596,153.124,7483.75653588,0.006494189409475659
2019-04-27 00:00:00+00:00,153.124,158.369,152.514,155.425,1126.44122681,0.015027036911261504
2019-04-28 00:00:00+00:00,155.507,156.542,152.566,153.543,1821.28131642,-0.012108734116133224
2019-04-29 00:00:00+00:00,153.405,154.44,148.9,152.488,1687.70764002,-0.006871039383104405
2019-04-30 00:00:00+00:00,152.732,160.929,152.732,160.221,4107.60244992,0.050712187188500124
2019-05-01 00:00:00+00:00,160.189,162.85,156.804,158.468,3828.1723774,-0.010941137553753921
2019-05-02 00:00:00+00:00,158.468,160.199,156.086,159.293,1639.79575979,0.005206098392104508
2019-05-03 00:00:00+00:00,158.461,169.0,157.804,164.8,2809.15079222,0.03457151287250548
2019-05-04 00:00:00+00:00,164.8,168.72,158.261,162.032,2525.60016376,-0.016796116504854353
2019-05-05 00:00:00+00:00,162.513,163.442,157.387,161.457,2183.72594819,-0.003548681741878279
2019-05-06 00:00:00+00:00,161.28,175.5,157.975,171.5,4194.5076692,0.06220232012238558
2019-05-07 00:00:00+00:00,173.483,181.0,165.677,166.422,8688.28087595,-0.029609329446064203
2019-05-08 00:00:00+00:00,165.246,171.819,162.409,169.596,3043.26148231,0.019071997692612808
2019-05-09 00:00:00+00:00,169.12,173.0,165.36,169.93,4620.21742588,0.0019693860704261823
2019-05-10 00:00:00+00:00,169.93,176.01,167.678,172.14,6920.5620729,0.013005355146236575
2019-05-11 00:00:00+00:00,172.028,206.92,172.028,193.0,20566.57508695,0.1211804345300338
2019-05-12 00:00:00+00:00,193.03,204.04,183.0,188.402,18196.80915086,-0.02382383419689127
2019-05-13 00:00:00+00:00,188.31,208.568,185.854,196.593,19565.40510334,0.04347618390462937
2019-05-14 00:00:00+00:00,196.589,220.899,195.848,217.74,16904.05044342,0.10756741084372301
2019-05-15 00:00:00+00:00,217.641,250.502,217.641,248.94,16268.7533269,0.1432901625792229
2019-05-16 00:00:00+00:00,248.8,279.43,242.288,265.053,25410.83849313,0.06472644010604967
2019-05-17 00:00:00+00:00,263.814,269.01,223.191,244.982,30148.89740697,-0.07572447774596025
2019-05-18 00:00:00+00:00,244.616,248.324,232.0,234.68,5510.73734427,-0.04205206913160964
2019-05-19 00:00:00+00:00,233.977,264.999,232.613,261.19,8104.27626782,0.11296233168569958
2019-05-20 00:00:00+00:00,260.971,260.971,239.05,252.366,9918.91927395,-0.03378383552203368
2019-05-21 00:00:00+00:00,252.265,264.0,247.647,255.665,8755.46906119,0.013072283905121829
2019-05-22 00:00:00+00:00,255.236,261.124,240.338,244.053,6290.63259336,-0.0454188097705982
2019-05-23 00:00:00+00:00,243.82,248.223,231.48,245.841,3732.44681917,0.007326277488906241
2019-05-24 00:00:00+00:00,245.878,255.946,241.5,249.188,6016.24010252,0.013614490666731704
2019-05-25 00:00:00+00:00,249.499,259.0,248.542,251.715,3497.58513908,0.010140937765863667
2019-05-26 00:00:00+00:00,252.16,271.615,245.613,267.485,10129.40775588,0.0626502194942693
2019-05-27 00:00:00+00:00,268.216,279.519,264.909,271.861,7771.26660899,0.016359795876404126
2019-05-28 00:00:00+00:00,271.704,276.0,264.789,271.604,4591.32202687,-0.0009453360356946883
2019-05-29 00:00:00+00:00,271.604,275.199,260.205,268.834,6407.47873579,-0.01019867159541088
2019-05-30 00:00:00+00:00,268.941,288.5,240.0,254.624,15264.75111431,-0.05285789743856806
2019-05-31 00:00:00+00:00,254.068,268.89,245.663,268.383,7439.78149693,0.05403654015332404
2019-06-01 00:00:00+00:00,268.157,274.795,261.467,265.264,3775.48494875,-0.011621451433212915
2019-06-02 00:00:00+00:00,264.81,273.38,264.43,270.0,1816.36670742,0.01785391157488392
2019-06-03 00:00:00+00:00,269.25,269.95,247.101,249.895,3875.05394951,-0.07446296296296295
2019-06-04 00:00:00+00:00,248.894,250.644,233.794,240.596,8604.59555849,-0.03721162888413132
2019-06-05 00:00:00+00:00,240.654,248.806,238.004,246.06,3521.78903931,0.022710269497414837
2019-06-06 00:00:00+00:00,245.636,250.775,235.98,248.943,2799.79507904,0.011716654474518418
2019-06-07 00:00:00+00:00,249.971,254.123,244.515,249.826,4677.87419259,0.003546996702056271
2019-06-08 00:00:00+00:00,249.378,251.021,241.701,244.176,1725.61885343,-0.02261574055542659
2019-06-09 00:00:00+00:00,244.667,245.144,227.0,231.658,3256.59793171,-0.05126629971823604
2019-06-10 00:00:00+00:00,230.655,248.099,227.449,248.099,4159.44767856,0.07097100035397008
2019-06-11 00:00:00+00:00,248.1,249.0,237.668,245.175,2896.56675626,-0.01178561783804033
2019-06-12 00:00:00+00:00,245.333,263.258,243.418,262.924,5262.94833422,0.07239318853879873
2019-06-13 00:00:00+00:00,263.182,264.151,254.404,255.0,2347.71819059,-0.03013798664252776
2019-06-14 00:00:00+00:00,255.845,265.824,251.72,264.45,2760.51613687,0.03705882352941181
2019-06-15 00:00:00+00:00,264.373,273.0,262.218,268.863,2393.69984609,0.016687464549064224
2019-06-16 00:00:00+00:00,269.593,278.609,263.582,269.201,5566.51748028,0.0012571458326360307
2019-06-17 00:00:00+00:00,269.324,275.4,267.809,273.704,2795.98395848,0.016727278130467482
2019-06-18 00:00:00+00:00,274.141,274.295,261.058,264.332,2566.21455927,-0.034241370239382785
2019-06-19 00:00:00+00:00,264.749,270.0,263.689,268.734,1387.87220671,0.016653299638333507
2019-06-20 00:00:00+00:00,269.185,274.3,266.581,272.148,1427.16887626,0.012704012145839494
2019-06-21 00:00:00+00:00,272.659,297.134,272.658,296.142,7948.74087683,0.08816526301865157
2019-06-22 00:00:00+00:00,295.19,314.913,293.955,308.568,9100.43109724,0.04195960046194047
2019-06-23 00:00:00+00:00,308.686,317.492,304.335,306.501,4412.51428706,-0.006698685540950433
2019-06-24 00:00:00+00:00,305.527,313.1,295.82,310.38,4147.97377541,0.012655749899674218
2019-06-25 00:00:00+00:00,310.38,317.175,305.0,316.279,4465.46076239,0.019005734905599647
2019-06-26 00:00:00+00:00,316.134,362.97,309.0,332.502,13343.78131519,0.0512933201382324
2019-06-27 00:00:00+00:00,332.502,341.0,274.604,293.312,10406.64570544,-0.11786395269802885
2019-06-28 00:00:00+00:00,293.105,312.2,290.0,309.826,3991.99521811,0.05630182195068745
2019-06-29 00:00:00+00:00,309.643,322.884,291.001,316.417,3890.35798065,0.021273230781148067
2019-06-30 00:00:00+00:00,318.63,323.086,286.447,289.096,3896.20644068,-0.08634491825660429
2019-07-01 00:00:00+00:00,290.528,300.552,279.0,293.513,4407.80499804,0.01527866175941539
2019-07-02 00:00:00+00:00,295.469,295.82,271.2,290.13,5344.43947386,-0.011525894934806935
2019-07-03 00:00:00+00:00,291.044,303.246,290.0,302.723,3714.65150678,0.0434046806603936
2019-07-04 00:00:00+00:00,302.593,303.513,280.676,283.105,2431.91018617,-0.06480511887104712
2019-07-05 00:00:00+00:00,282.316,294.786,280.547,287.391,2439.98607253,0.015139259285424034
2019-07-06 00:00:00+00:00,287.858,297.5,285.255,287.195,1466.93198818,-0.0006819976965181107
2019-07-07 00:00:00+00:00,287.429,310.379,284.113,307.173,2225.69106073,0.06956249238322387
2019-07-08 00:00:00+00:00,307.174,314.412,302.995,313.0,3002.38855905,0.018969766222942663
2019-07-09 00:00:00+00:00,312.813,318.021,303.307,307.91,4337.51674269,-0.016261980830670875
2019-07-10 00:00:00+00:00,307.252,314.949,281.356,287.978,7680.93572418,-0.06473320126010851
2019-07-11 00:00:00+00:00,287.855,287.855,262.389,269.062,5542.65503936,-0.06568557320350854
2019-07-12 00:00:00+00:00,268.012,279.54,265.906,276.847,1824.58712121,0.028933851677308553
2019-07-13 00:00:00+00:00,275.453,275.776,262.292,269.625,2596.84541671,-0.02608661101619303
2019-07-14 00:00:00+00:00,268.805,269.223,223.3,226.185,7149.85649351,-0.16111265646731576
2019-07-15 00:00:00+00:00,226.185,235.419,203.991,228.243,7296.38045794,0.009098746601233554
2019-07-16 00:00:00+00:00,229.427,234.544,191.658,198.907,10428.16583149,-0.12852968108550966
2019-07-17 00:00:00+00:00,198.907,219.705,192.135,210.835,7808.41306034,0.05996772360952596
2019-07-18 00:00:00+00:00,209.733,229.529,206.557,225.886,8651.33865827,0.07138757796381046
2019-07-19 00:00:00+00:00,226.338,226.338,213.336,220.702,4437.79192675,-0.022949629459107723
2019-07-20 00:00:00+00:00,221.486,235.96,220.5,228.754,4635.96980558,0.03648358419950881
2019-07-21 00:00:00+00:00,228.375,229.69,217.848,226.213,3044.49951071,-0.011108002483016688
2019-07-22 00:00:00+00:00,225.821,228.034,211.51,217.418,3457.16258434,-0.03887928633632898
2019-07-23 00:00:00+00:00,216.399,218.991,208.4,212.079,2011.50488747,-0.024556384475986293
2019-07-24 00:00:00+00:00,211.945,217.789,201.1,217.483,2448.02484283,0.025481070733075928
2019-07-25 00:00:00+00:00,216.0,225.706,215.714,218.45,1780.90104721,0.004446324540308799
2019-07-26 00:00:00+00:00,218.704,220.497,213.056,219.353,1661.03207101,0.004133669031815224
2019-07-27 00:00:00+00:00,219.311,223.562,202.684,206.879,3330.51070613,-0.056867241387170586
2019-07-28 00:00:00+00:00,207.029,214.0,198.01,212.0,2016.83474336,0.024753599930394055
2019-07-29 00:00:00+00:00,211.559,215.053,205.903,210.705,1314.39347851,-0.006108490566037683
2019-07-30 00:00:00+00:00,210.9,214.754,204.429,209.654,2100.2427879,-0.004988016421062724
2019-07-31 00:00:00+00:00,211.342,218.73,211.215,218.5,2743.6531837,0.04219332805479503
2019-08-01 00:00:00+00:00,218.67,218.885,211.172,216.942,3244.10484735,-0.007130434782608663
2019-08-02 00:00:00+00:00,217.691,222.463,215.051,217.161,2303.11322099,0.0010094864065048892
2019-08-03 00:00:00+00:00,217.894,224.197,216.762,221.886,661.14492231,0.021758050478677182
2019-08-04 00:00:00+00:00,222.38,223.7,217.755,222.814,805.09328494,0.004182327862055191
2019-08-05 00:00:00+00:00,223.047,236.379,223.011,233.312,3866.42146106,0.04711553134004154
2019-08-06 00:00:00+00:00,233.407,239.202,222.0,225.947,3547.24359892,-0.03156717185571256
2019-08-07 00:00:00+00:00,225.944,231.204,220.618,224.716,2661.2502418,-0.005448180325474561
2019-08-08 00:00:00+00:00,225.369,226.445,214.982,221.256,1574.96951837,-0.015397212481532252
2019-08-09 00:00:00+00:00,220.568,220.568,207.0,209.148,2190.41861649,-0.054723939689771184
2019-08-10 00:00:00+00:00,210.053,214.192,201.0,206.247,1791.15523559,-0.013870560559986145
2019-08-11 00:00:00+00:00,206.0,216.5,205.441,216.5,773.85374664,0.04971223823861681
2019-08-12 00:00:00+00:00,216.316,216.316,209.664,211.674,375.71042821,-0.022290993071593546
2019-08-13 00:00:00+00:00,210.876,210.882,203.207,208.56,1783.31760289,-0.014711301340740945
2019-08-14 00:00:00+00:00,208.374,208.697,181.36,185.716,4983.10449023,-0.10953202915228233
2019-08-15 00:00:00+00:00,186.358,189.617,174.194,187.691,5074.20996145,0.010634517219840989
2019-08-16 00:00:00+00:00,187.233,188.058,178.469,185.551,1969.26249046,-0.011401718782466985
2019-08-17 00:00:00+00:00,185.473,186.746,181.893,185.516,849.52128219,-0.00018862738546276958
2019-08-18 00:00:00+00:00,185.752,197.806,183.583,194.391,1802.19382815,0.04783953944673236
2019-08-19 00:00:00+00:00,194.216,203.237,192.903,202.721,1050.84237901,0.04285177811729968
2019-08-20 00:00:00+00:00,202.789,202.79,194.897,196.326,938.98931503,-0.031545819130726516
2019-08-21 00:00:00+00:00,196.432,196.432,180.001,186.356,2409.46499964,-0.050782881533775415
2019-08-22 00:00:00+00:00,187.356,194.798,183.027,191.093,1901.65957581,0.0254190903432141
2019-08-23 00:00:00+00:00,190.0,196.701,188.722,194.588,2887.18910522,0.018289523949071906
2019-08-24 00:00:00+00:00,194.106,194.261,186.475,190.855,1244.47685283,-0.019184122350813015
2019-08-25 00:00:00+00:00,190.511,192.455,183.0,186.243,999.95356325,-0.024164941971653864
2019-08-26 00:00:00+00:00,186.68,194.055,185.767,188.755,1393.32523604,0.013487755244492305
2019-08-27 00:00:00+00:00,187.7,188.832,184.519,187.156,1496.74374327,-0.008471298773542357
2019-08-28 00:00:00+00:00,186.78,187.933,165.62,172.858,4704.72560576,-0.07639616149094874
2019-08-29 00:00:00+00:00,172.487,173.254,163.668,168.837,7210.62249266,-0.023261868122968044
2019-08-30 00:00:00+00:00,169.109,170.139,165.621,168.574,917.53985544,-0.0015577154296746443
2019-08-31 00:00:00+00:00,169.077,174.545,166.323,171.774,2342.33911948,0.01898276127991272
2019-09-01 00:00:00+00:00,171.779,173.42,168.217,170.786,618.29304374,-0.0057517435700397135
2019-09-02 00:00:00+00:00,171.375,181.398,170.385,178.521,1531.17523256,0.04529059758996623
2019-09-03 00:00:00+00:00,178.531,183.0,174.563,179.474,2886.87053586,0.00533830753804887
2019-09-04 00:00:00+00:00,178.338,180.201,173.736,174.955,1173.83920622,-0.025179134582167806
2019-09-05 00:00:00+00:00,174.281,175.57,169.708,174.789,1386.82625751,-0.0009488154096769508
2019-09-06 00:00:00+00:00,173.986,178.222,165.126,169.457,2906.55008911,-0.030505352167470412
2019-09-07 00:00:00+00:00,169.011,180.661,168.816,178.168,1265.21562523,0.0514053712741287
2019-09-08 00:00:00+00:00,178.1,184.309,176.687,181.444,1440.86072126,0.018387140227201115
2019-09-09 00:00:00+00:00,181.45,185.945,176.28,180.915,3666.10164382,-0.00291550009920416
2019-09-10 00:00:00+00:00,180.77,184.5,176.739,179.899,2205.71572234,-0.005615896968189427
2019-09-11 00:00:00+00:00,180.328,182.534,174.15,177.541,1565.20009789,-0.013107354682349581
2019-09-12 00:00:00+00:00,178.74,182.5,176.564,180.606,858.49601656,0.017263617981198687
2019-09-13 00:00:00+00:00,180.606,181.737,177.999,181.717,555.63897732,0.006151512131379988
2019-09-14 00:00:00+00:00,181.578,188.877,180.308,188.346,801.80938562,0.036479801009261514
2019-09-15 00:00:00+00:00,189.006,190.398,186.297,189.611,775.74709635,0.006716362439340262
2019-09-16 00:00:00+00:00,189.998,199.293,188.5,197.093,4543.7717617,0.03945973598578134
2019-09-17 00:00:00+00:00,197.788,214.756,196.417,207.881,6765.5644493,0.05473558167971482
2019-09-18 00:00:00+00:00,207.934,217.231,207.934,210.013,4193.01483161,0.01025586753960206
2019-09-19 00:00:00+00:00,210.014,223.794,201.802,221.132,10457.53347623,0.052944341540761775
2019-09-20 00:00:00+00:00,220.862,221.812,212.038,218.026,4223.52081858,-0.014045909230685716
2019-09-21 00:00:00+00:00,218.212,220.5,213.751,215.708,1495.37432884,-0.010631759514920347
2019-09-22 00:00:00+00:00,215.31,215.31,206.166,211.727,2796.42788529,-0.01845550466371204
2019-09-23 00:00:00+00:00,211.397,211.398,198.219,200.88,2810.57563673,-0.05123106642043773
2019-09-24 00:00:00+00:00,200.742,202.427,154.0,166.467,17307.32741101,-0.17131123058542408
2019-09-25 00:00:00+00:00,166.691,175.112,162.514,170.572,3783.78740056,0.024659542131473478
2019-09-26 00:00:00+00:00,170.104,170.877,152.522,165.826,6302.74347349,-0.027824027390193073
2019-09-27 00:00:00+00:00,165.944,176.861,161.281,174.007,3021.49647703,0.04933484495796803
2019-09-28 00:00:00+00:00,174.187,175.784,168.623,173.655,2627.84116324,-0.0020229071244260988
2019-09-29 00:00:00+00:00,174.026,174.537,164.639,169.42,1911.69705233,-0.024387434856468326
2019-09-30 00:00:00+00:00,169.415,181.784,165.246,181.223,2656.59295414,0.06966709951599581
2019-10-01 00:00:00+00:00,181.697,185.71,174.048,176.451,5271.85609702,-0.026332198451631483
2019-10-02 00:00:00+00:00,176.278,181.387,174.408,180.981,2099.48119476,0.025672849686315224
2019-10-03 00:00:00+00:00,180.981,181.158,169.829,175.825,1892.03104475,-0.028489178422044348
2019-10-04 00:00:00+00:00,175.078,179.17,170.995,176.4,1230.47983029,0.003270297170482106
2019-10-05 00:00:00+00:00,176.0,176.97,172.335,176.44,729.34991535,0.0002267573696144165
2019-10-06 00:00:00+00:00,177.019,177.019,167.0,170.272,1683.3279408,-0.03495805939696217
2019-10-07 00:00:00+00:00,170.084,182.45,168.916,180.115,2158.28617862,0.05780750798722045
2019-10-08 00:00:00+00:00,180.751,184.932,177.573,180.907,2086.17113786,0.004397190683729901
2019-10-09 00:00:00+00:00,181.1,195.692,179.695,193.433,4015.72956539,0.0692399962411625
2019-10-10 00:00:00+00:00,193.65,194.73,187.163,191.392,1900.08894301,-0.010551457093670669
2019-10-11 00:00:00+00:00,191.686,197.344,179.304,180.754,1971.39190296,-0.05558226049155668
2019-10-12 00:00:00+00:00,181.216,184.741,177.619,179.947,905.71188711,-0.004464631488099835
2019-10-13 00:00:00+00:00,179.887,184.848,178.969,181.437,1050.96228134,0.008280215841331096
2019-10-14 00:00:00+00:00,181.003,187.647,180.776,186.697,1102.36110212,0.02899077916852666
2019-10-15 00:00:00+00:00,187.0,188.346,177.358,180.774,3593.09360973,-0.031725201797564995
2019-10-16 00:00:00+00:00,180.661,181.093,171.945,174.605,2325.37851752,-0.0341254826468409
2019-10-17 00:00:00+00:00,174.604,178.821,172.946,177.205,1113.35374192,0.0148907534148508
2019-10-18 00:00:00+00:00,177.147,177.287,168.308,173.085,1775.69241959,-0.02324990829829865
2019-10-19 00:00:00+00:00,172.959,174.966,169.652,171.775,1131.32976573,-0.00756853569055671
2019-10-20 00:00:00+00:00,171.991,176.512,169.662,174.895,756.51847966,0.01816329500800462
2019-10-21 00:00:00+00:00,174.895,177.92,172.054,174.399,1146.12843902,-0.002835987306669785
2019-10-22 00:00:00+00:00,174.384,175.36,170.67,171.497,1802.72539423,-0.016640003669745718
2019-10-23 00:00:00+00:00,171.177,171.441,153.331,162.469,5177.41588597,-0.052642320273824095
2019-10-24 00:00:00+00:00,162.481,163.852,159.045,160.716,1684.64756259,-0.010789750660125885
2019-10-25 00:00:00+00:00,161.128,187.54,160.697,181.477,4953.57868809,0.12917817765499384
2019-10-26 00:00:00+00:00,181.48,199.077,174.337,180.116,12008.2948194,-0.007499572948638011
2019-10-27 00:00:00+00:00,180.172,188.737,177.167,184.853,2118.00292709,0.026299717959537228
2019-10-28 00:00:00+00:00,184.79,189.708,179.575,182.228,7658.07574309,-0.014200472808123199
2019-10-29 00:00:00+00:00,182.433,193.348,182.38,190.961,2795.39196421,0.04792348047500927
2019-10-30 00:00:00+00:00,191.062,192.002,179.622,183.07,1756.61990688,-0.041322573719241196
2019-10-31 00:00:00+00:00,183.998,185.148,178.185,182.551,2014.55787768,-0.0028349811547495607
2019-11-01 00:00:00+00:00,182.5,184.735,177.391,183.468,1333.99595806,0.005023253775657155
2019-11-02 00:00:00+00:00,183.514,185.684,182.143,182.922,1098.2957998,-0.0029759958139838893
2019-11-03 00:00:00+00:00,183.174,184.718,179.21,181.862,945.45937219,-0.005794819649905469
2019-11-04 00:00:00+00:00,181.755,189.472,180.577,186.23,1203.85358163,0.024018211611001705
2019-11-05 00:00:00+00:00,185.977,192.308,182.0,188.736,1715.61820753,0.013456478548032003
2019-11-06 00:00:00+00:00,188.765,194.46,188.115,191.694,966.95456717,0.01567268565615465
2019-11-07 00:00:00+00:00,191.25,192.206,184.74,186.876,1804.00314338,-0.025133807004913966
2019-11-08 00:00:00+00:00,186.601,187.97,180.887,183.802,1528.43346558,-0.016449410304158918
2019-11-09 00:00:00+00:00,183.548,185.677,182.975,185.133,521.88147966,0.007241488123089113
2019-11-10 00:00:00+00:00,185.091,191.597,183.506,189.1,1029.00543185,0.02142783836485118
2019-11-11 00:00:00+00:00,189.1,189.835,184.192,184.777,1020.62221767,-0.02286092014806984
2019-11-12 00:00:00+00:00,184.756,187.09,182.0,186.169,1604.88709057,0.007533405131591175
2019-11-13 00:00:00+00:00,186.632,189.25,185.259,188.404,661.10436135,0.01200522106258295
2019-11-14 00:00:00+00:00,188.031,188.031,182.932,184.494,1034.69666204,-0.020753274877391092
2019-11-15 00:00:00+00:00,184.541,186.624,177.403,179.627,1321.75657095,-0.02638026168872698
2019-11-16 00:00:00+00:00,179.881,183.107,179.2,182.688,375.08527077,0.01704086802095439
2019-11-17 00:00:00+00:00,183.12,186.12,180.115,183.797,354.15355531,0.0060704589245053064
2019-11-18 00:00:00+00:00,183.899,183.945,174.33,178.198,1348.9026642,-0.030462956413869646
