time,USDT open,USDT high,USDT low,USDT close,USDT volume,USDThigh,USDT daily_return
2019-03-20 00:00:00+00:00,0.997,1.0020000000000000,0.994,0.996,526246.58963901,1.002,
2019-03-21 00:00:00+00:00,0.996,1.0020000000000000,0.995,0.997,401922.0612322,1.002,0.0010040160642570406
2019-03-22 00:00:00+00:00,0.997,1.0000000000000000,0.996,0.996,579441.87274896,1.0,-0.0010030090270812808
2019-03-23 00:00:00+00:00,0.997,0.9980000000000000,0.995,0.995,27502.78929059,0.998,-0.0010040160642570406
2019-03-24 00:00:00+00:00,0.995,0.9990000000000000,0.994,0.998,69181.52869343,0.999,0.0030150753768845018
2019-03-25 00:00:00+00:00,0.997,0.9990000000000000,0.993,0.994,587151.99060094,0.999,-0.004008016032064132
2019-03-26 00:00:00+00:00,0.995,0.9970000000000000,0.993,0.996,126230.41100932,0.997,0.002012072434607548
2019-03-27 00:00:00+00:00,0.996,0.9990000000000000,0.994,0.997,163791.91556511,0.999,0.0010040160642570406
2019-03-28 00:00:00+00:00,0.997,1.0140000000000000,0.995,0.996,589058.50640882,1.014,-0.0010030090270812808
2019-03-29 00:00:00+00:00,0.994,0.9990000000000000,0.994,0.997,54270.31481943,0.999,0.0010040160642570406
2019-03-30 00:00:00+00:00,0.998,0.9990000000000000,0.996,0.999,73014.49241395,0.999,0.0020060180541625616
2019-03-31 00:00:00+00:00,0.998,1.0000000000000000,0.997,0.998,245924.31113249,1.0,-0.0010010010010009784
2019-04-01 00:00:00+00:00,0.998,1.0000000000000000,0.997,0.998,308414.7270394,1.0,0.0
2019-04-02 00:00:00+00:00,0.998,1.0550000000000000,0.997,1.011,897912.98242167,1.055,0.013026052104208263
2019-04-03 00:00:00+00:00,1.005,1.0200000000000000,1.002,1.003,588594.26610553,1.02,-0.007912957467853587
2019-04-04 00:00:00+00:00,1.004,1.0100000000000000,0.991,1.002,432625.43322712,1.01,-0.0009970089730806375
2019-04-05 00:00:00+00:00,1.002,1.0080000000000000,0.998,1.003,82186.35648391,1.008,0.0009980039920158834
2019-04-06 00:00:00+00:00,1.004,1.0080000000000000,1.0,1.001,82794.92044709,1.008,-0.001994017946161497
2019-04-07 00:00:00+00:00,1.0,1.0070000000000000,0.998,1.007,103679.85161522,1.007,0.005994005994006013
2019-04-08 00:00:00+00:00,1.006,1.0180000000000000,1.002,1.011,295063.23438604,1.018,0.003972194637537285
2019-04-09 00:00:00+00:00,1.01,1.0190000000000000,1.004,1.008,250587.72059338,1.019,-0.0029673590504449843
2019-04-10 00:00:00+00:00,1.008,1.0120000000000000,1.002,1.002,223584.78048565,1.012,-0.005952380952380931
2019-04-11 00:00:00+00:00,1.002,1.0120000000000000,1.002,1.003,323591.48400731,1.012,0.0009980039920158834
2019-04-12 00:00:00+00:00,1.007,1.0100000000000000,1.004,1.004,132311.56743536,1.01,0.0009970089730808596
2019-04-13 00:00:00+00:00,1.004,1.0080000000000000,1.004,1.005,95809.04719635,1.008,0.0009960159362549792
2019-04-14 00:00:00+00:00,1.005,1.0070000000000000,1.004,1.005,184794.09569586,1.007,0.0
2019-04-15 00:00:00+00:00,1.005,1.0090000000000000,1.0,1.0,283184.16920538,1.009,-0.004975124378109319
2019-04-16 00:00:00+00:00,1.001,1.0080000000000000,1.0,1.005,169696.4634837,1.008,0.004999999999999893
2019-04-17 00:00:00+00:00,1.007,1.0100000000000000,1.003,1.01,195933.79073219,1.01,0.004975124378109541
2019-04-18 00:00:00+00:00,1.008,1.0080000000000000,1.003,1.008,105545.6671676,1.008,-0.001980198019801982
2019-04-19 00:00:00+00:00,1.006,1.0060000000000000,1.002,1.004,810150.40671488,1.006,-0.003968253968253954
2019-04-20 00:00:00+00:00,1.004,1.0070000000000000,1.003,1.006,78546.42095009,1.007,0.0019920318725099584
2019-04-21 00:00:00+00:00,1.005,1.0100000000000000,1.004,1.008,96733.03510196,1.01,0.001988071570576455
2019-04-22 00:00:00+00:00,1.007,1.0100000000000000,1.003,1.005,88310.59900859,1.01,-0.0029761904761905766
2019-04-23 00:00:00+00:00,1.006,1.0080000000000000,1.003,1.005,281962.37063108,1.008,0.0
2019-04-24 00:00:00+00:00,1.006,1.0100000000000000,1.005,1.006,350178.29019936,1.01,0.0009950248756220859
2019-04-25 00:00:00+00:00,1.005,1.0060000000000000,0.966,0.982,1203609.36252391,1.006,-0.02385685884691846
2019-04-26 00:00:00+00:00,0.981,0.9820000000000000,0.957,0.972,1042653.43859626,0.982,-0.010183299389002087
2019-04-27 00:00:00+00:00,0.972,0.9780000000000000,0.969,0.976,313987.42084484,0.978,0.004115226337448652
2019-04-28 00:00:00+00:00,0.975,0.9760000000000000,0.968,0.971,263646.88004378,0.976,-0.0051229508196721785
2019-04-29 00:00:00+00:00,0.97,0.9850000000000000,0.969,0.982,506527.83956265,0.985,0.011328527291452062
2019-04-30 00:00:00+00:00,0.982,0.9910000000000000,0.98,0.991,1040238.4324537,0.991,0.009164969450101923
2019-05-01 00:00:00+00:00,0.991,0.9940000000000000,0.986,0.988,348750.01160017,0.994,-0.003027245206861706
2019-05-02 00:00:00+00:00,0.99,0.9900000000000000,0.978,0.979,351460.320076,0.99,-0.009109311740890691
2019-05-03 00:00:00+00:00,0.978,0.9930000000000000,0.978,0.983,261366.06701357,0.993,0.004085801838610736
2019-05-04 00:00:00+00:00,0.983,0.9949000000000000,0.981,0.991,282859.3661714,0.9949,0.008138351983723258
2019-05-05 00:00:00+00:00,0.991,0.9920000000000000,0.98701,0.991,58524.47099982,0.992,0.0
2019-05-06 00:00:00+00:00,0.991,0.9920000000000000,0.986,0.99099,126545.93066245,0.992,-1.0090817356145365e-05
2019-05-07 00:00:00+00:00,0.991,0.9940000000000000,0.984,0.984,184700.71070241,0.994,-0.007053552508098027
2019-05-08 00:00:00+00:00,0.982,0.9945000000000000,0.98,0.992,581096.0713453,0.9945,0.008130081300812941
2019-05-09 00:00:00+00:00,0.99101,0.9970000000000000,0.98935,0.995,804938.70244922,0.997,0.003024193548387011
2019-05-10 00:00:00+00:00,0.99312,0.9990000000000000,0.991,0.99516,431904.55606335,0.999,0.00016080402010065775
2019-05-11 00:00:00+00:00,0.995,1.0130000000000000,0.99315,1.001,679869.88576086,1.013,0.005868403070862893
2019-05-12 00:00:00+00:00,1.00301,1.0100000000000000,0.995,1.0,399845.66843919,1.01,-0.0009990009990008542
2019-05-13 00:00:00+00:00,1.00098,1.0170000000000000,0.995,1.00001,898504.60672708,1.017,1.0000000000065512e-05
2019-05-14 00:00:00+00:00,1.00369,1.0097700000000000,0.99235,0.99793,651813.640998,1.00977,-0.002079979200208082
2019-05-15 00:00:00+00:00,1.0,1.0060000000000000,0.998,1.005,439028.35523782,1.006,0.007084665257082179
2019-05-16 00:00:00+00:00,1.00287,1.0093300000000000,0.991,1.0,564377.99579658,1.00933,-0.004975124378109319
2019-05-17 00:00:00+00:00,0.99961,1.0047800000000000,0.951,0.99827,1114580.15609721,1.00478,-0.0017300000000000093
2019-05-18 00:00:00+00:00,1.00199,1.0086600000000000,0.999,1.0,284330.66283739,1.00866,0.0017329980866900296
2019-05-19 00:00:00+00:00,1.002,1.0095000000000000,1.00003,1.0023,258214.81032948,1.0095,0.0022999999999999687
2019-05-20 00:00:00+00:00,1.00254,1.0096000000000000,1.0,1.004,367448.97315822,1.0096,0.0016960989723635578
2019-05-21 00:00:00+00:00,1.004,1.0096000000000000,1.00002,1.003,217651.85134794,1.0096,-0.0009960159362550902
2019-05-22 00:00:00+00:00,1.00216,1.0089500000000000,0.972,1.00179,1111708.97191045,1.00895,-0.0012063808574276358
2019-05-23 00:00:00+00:00,1.0,1.0069900000000000,0.99723,1.00056,321639.97451042,1.00699,-0.0012278022340012074
2019-05-24 00:00:00+00:00,1.00057,1.0077700000000000,1.0,1.003,646962.85749151,1.00777,0.0024386343647557762
2019-05-25 00:00:00+00:00,1.004,1.0077600000000000,1.0,1.006,141974.994708,1.00776,0.0029910269192423566
2019-05-26 00:00:00+00:00,1.004,1.0169900000000000,1.00201,1.012,977781.95852128,1.01699,0.005964214711729587
2019-05-27 00:00:00+00:00,1.012,1.0149100000000000,1.00095,1.00231,325497.04987301,1.01491,-0.009575098814229244
2019-05-28 00:00:00+00:00,1.00221,1.0070000000000000,1.0,1.0033,145429.24022819,1.007,0.0009877183705639947
2019-05-29 00:00:00+00:00,1.003,1.0033000000000000,0.99899,1.002,787782.05522438,1.0033,-0.0012957241104356587
2019-05-30 00:00:00+00:00,1.00298,1.0040000000000000,0.991,1.00017,1026193.81496891,1.004,-0.0018263473053892199
2019-05-31 00:00:00+00:00,1.00005,1.0048900000000000,0.996,1.00198,295853.3613382,1.00489,0.0018096923523001074
2019-06-01 00:00:00+00:00,0.999,1.0039900000000000,0.995,1.0001,76181.05748878,1.00399,-0.0018762849557876216
2019-06-02 00:00:00+00:00,1.0001,1.0049800000000000,1.0001,1.002,44496.26571561,1.00498,0.0018998100189981937
2019-06-03 00:00:00+00:00,1.00102,1.0049900000000000,0.993,0.998,240821.89217959,1.00499,-0.003992015968063867
2019-06-04 00:00:00+00:00,0.99606,1.0020000000000000,0.99,0.99801,317336.00682036,1.002,1.0020040080105375e-05
2019-06-05 00:00:00+00:00,0.99801,1.0069000000000000,0.99701,1.002,206078.62502966,1.0069,0.0039979559323053415
2019-06-06 00:00:00+00:00,1.002,1.0080000000000000,1.0,1.0029,314283.03972164,1.008,0.0008982035928142285
2019-06-07 00:00:00+00:00,1.0024,1.0069800000000000,1.001,1.00201,166105.23729448,1.00698,-0.0008874264632563467
2019-06-08 00:00:00+00:00,1.003,1.0065300000000000,1.002,1.00449,14106.2521074,1.00653,0.002475025199349279
2019-06-09 00:00:00+00:00,1.00449,1.0068500000000000,1.00161,1.00161,117659.58481915,1.00685,-0.002867126601559189
2019-06-10 00:00:00+00:00,1.00161,1.0082000000000000,1.00129,1.00471,58174.67269724,1.0082,0.003095017022593627
2019-06-11 00:00:00+00:00,1.00471,1.0060200000000000,1.0025,1.00351,103442.75285404,1.00602,-0.0011943744961233627
2019-06-12 00:00:00+00:00,1.00351,1.0090000000000000,1.0035,1.00475,166970.47197996,1.009,0.001235662823489747
2019-06-13 00:00:00+00:00,1.00475,1.0057400000000000,1.00179,1.002,424697.93450653,1.00574,-0.0027369992535456467
2019-06-14 00:00:00+00:00,1.00144,1.0060000000000000,0.9973,1.006,1089336.32225312,1.006,0.003992015968063978
2019-06-15 00:00:00+00:00,1.006,1.0074000000000000,1.00237,1.00474,297113.04438392,1.0074,-0.0012524850894632955
2019-06-16 00:00:00+00:00,1.00462,1.0080000000000000,1.0,1.00338,497323.46147129,1.008,-0.0013535840117842035
2019-06-17 00:00:00+00:00,1.00338,1.0069000000000000,1.001,1.00407,180375.80304204,1.0069,0.0006876756562819164
2019-06-18 00:00:00+00:00,1.00407,1.0057300000000000,0.999,1.00085,311435.31200197,1.00573,-0.003206947722768305
2019-06-19 00:00:00+00:00,1.00085,1.0044700000000000,0.99871,1.00186,61071.55502268,1.00447,0.0010091422291051977
2019-06-20 00:00:00+00:00,1.00185,1.0044700000000000,0.999,1.0016,69989.08748997,1.00447,-0.0002595172978259175
2019-06-21 00:00:00+00:00,1.002,1.0050000000000000,1.0,1.00412,162181.86260823,1.005,0.002515974440894464
2019-06-22 00:00:00+00:00,1.00302,1.0069000000000000,0.99,0.994,643837.63624649,1.0069,-0.010078476676094406
2019-06-23 00:00:00+00:00,0.994,0.9989200000000000,0.98554,0.99499,317354.66327583,0.99892,0.0009959758551307818
2019-06-24 00:00:00+00:00,0.99395,0.9998000000000000,0.98901,0.99955,165505.17489422,0.9998,0.004582960632770083
2019-06-25 00:00:00+00:00,0.99826,1.0020000000000000,0.99218,0.99645,150627.24023583,1.002,-0.003101395628032688
2019-06-26 00:00:00+00:00,0.99518,1.0000000000000000,0.944,0.98,1499984.42320173,1.0,-0.01650860554970146
2019-06-27 00:00:00+00:00,0.98299,0.9942200000000000,0.946,0.98005,509512.55007396,0.99422,5.102040816318265e-05
2019-06-28 00:00:00+00:00,0.98005,0.9955000000000000,0.97501,0.994,208680.79923784,0.9955,0.01423396765471141
2019-06-29 00:00:00+00:00,0.99291,0.9969900000000000,0.988,0.994,515334.68085,0.99699,0.0
2019-06-30 00:00:00+00:00,0.994,0.9987000000000000,0.98502,0.99099,132587.24801891,0.9987,-0.0030281690140844253
2019-07-01 00:00:00+00:00,0.988,0.9990000000000000,0.987,0.997,318202.78509084,0.999,0.006064642428278644
2019-07-02 00:00:00+00:00,0.99504,1.0000000000000000,0.98817,0.99979,262633.60160765,1.0,0.002798395185556579
2019-07-03 00:00:00+00:00,0.99701,1.0049800000000000,0.99701,1.00391,271594.97281812,1.00498,0.004120865381730177
2019-07-04 00:00:00+00:00,1.00164,1.0053000000000000,0.99768,0.99802,253354.26577243,1.0053,-0.0058670597961969495
2019-07-05 00:00:00+00:00,0.99803,1.0042900000000000,0.993,1.00002,183046.70211409,1.00429,0.002003967856355482
2019-07-06 00:00:00+00:00,1.00001,1.0060000000000000,0.99811,0.99901,120209.59739625,1.006,-0.0010099798004039595
2019-07-07 00:00:00+00:00,1.00016,1.0061900000000000,0.99868,1.0052,98372.9178014,1.00619,0.006196134172831158
2019-07-08 00:00:00+00:00,1.00401,1.0080000000000000,1.002,1.003,144310.49780863,1.008,-0.0021886191802628074
2019-07-09 00:00:00+00:00,1.0035,1.0085700000000000,0.99916,1.001,462821.02427044,1.00857,-0.001994017946161497
2019-07-10 00:00:00+00:00,1.003,1.0040000000000000,0.99511,0.999,301074.51409974,1.004,-0.0019980019980019303
2019-07-11 00:00:00+00:00,0.99801,1.0043000000000000,0.99643,1.001,250961.19576198,1.0043,0.002002002002001957
2019-07-12 00:00:00+00:00,1.0,1.0042200000000000,0.998,1.003,201226.12555678,1.00422,0.0019980019980019303
2019-07-13 00:00:00+00:00,1.003,1.0040000000000000,0.996,1.0,218925.39645239,1.004,-0.0029910269192421346
2019-07-14 00:00:00+00:00,1.00099,1.0040000000000000,0.99271,1.00064,255104.02354616,1.004,0.0006399999999999739
2019-07-15 00:00:00+00:00,1.0,1.0030000000000000,0.999,1.00197,480700.76502292,1.003,0.0013291493444196334
2019-07-16 00:00:00+00:00,1.001,1.0036800000000000,0.99284,1.00001,582005.06514271,1.00368,-0.00195614639160846
2019-07-17 00:00:00+00:00,1.0,1.0040200000000000,0.99997,1.00123,246570.95011972,1.00402,0.0012199878001220021
2019-07-18 00:00:00+00:00,1.00144,1.0111000000000000,1.0,1.00396,336627.78588641,1.0111,0.002726646225142959
2019-07-19 00:00:00+00:00,1.00201,1.0040000000000000,1.0,1.00114,131055.07539739,1.004,-0.0028088768476832726
2019-07-20 00:00:00+00:00,1.00113,1.0043000000000000,1.0,1.001,98683.8372659,1.0043,-0.00013984058173688307
2019-07-21 00:00:00+00:00,1.001,1.0030000000000000,0.999,0.9996,78640.56259002,1.003,-0.0013986013986012624
2019-07-22 00:00:00+00:00,1.00001,1.0010000000000000,0.996,0.999,199501.09610528,1.001,-0.0006002400960384291
2019-07-23 00:00:00+00:00,0.998,1.0028100000000000,0.99701,0.999,239156.51582503,1.00281,0.0
2019-07-24 00:00:00+00:00,0.999,1.0010000000000000,0.99797,1.0,395410.89843645,1.001,0.0010010010010010895
2019-07-25 00:00:00+00:00,0.99999,1.0020000000000000,0.999,0.99901,103384.92139705,1.002,-0.0009900000000000464
2019-07-26 00:00:00+00:00,1.00099,1.0020000000000000,0.999,1.00001,36264.48195152,1.002,0.0010009909810713147
2019-07-27 00:00:00+00:00,1.00003,1.0025900000000000,0.995,0.999,298902.21199346,1.00259,-0.0010099899001010382
2019-07-28 00:00:00+00:00,0.99961,1.0010000000000000,0.99495,0.999,158211.76694832,1.001,0.0
2019-07-29 00:00:00+00:00,0.999,0.9990000000000000,0.99444,0.9973,87593.50502279,0.999,-0.0017017017017016967
2019-07-30 00:00:00+00:00,0.99704,1.0019600000000000,0.99704,1.0009,166020.17942239,1.00196,0.0036097463150506215
2019-07-31 00:00:00+00:00,1.0009,1.0070000000000000,1.0,1.00215,238693.82369528,1.007,0.00124887601158985
2019-08-01 00:00:00+00:00,1.00188,1.0030000000000000,0.99922,1.00015,173019.97570551,1.003,-0.001995709225165898
2019-08-02 00:00:00+00:00,1.001,1.0020000000000000,0.995,0.99901,358275.6740678,1.002,-0.001139829025646244
2019-08-03 00:00:00+00:00,0.99901,1.0020000000000000,0.999,1.001,121369.48557699,1.002,0.001991972052331814
2019-08-04 00:00:00+00:00,1.0,1.0031500000000000,0.999,1.00299,390550.29426068,1.00315,0.0019880119880122393
2019-08-05 00:00:00+00:00,1.00299,1.0029900000000000,0.99871,0.99994,325968.2196325,1.00299,-0.0030409076860188344
2019-08-06 00:00:00+00:00,0.99973,1.0000000000000000,0.9975,0.999,411864.18427735,1.0,-0.0009400564033842373
2019-08-07 00:00:00+00:00,1.0,1.0000000000000000,0.99751,1.0,143572.79140361,1.0,0.0010010010010010895
2019-08-08 00:00:00+00:00,0.99811,1.0007000000000000,0.99666,0.999,620210.77285241,1.0007,-0.0010000000000000009
2019-08-09 00:00:00+00:00,0.998,0.9990000000000000,0.99601,0.9975,478233.20795337,0.999,-0.0015015015015014122
2019-08-10 00:00:00+00:00,0.9975,0.9993600000000000,0.99201,0.99601,691773.15234067,0.99936,-0.0014937343358396582
2019-08-11 00:00:00+00:00,0.99601,0.9975000000000000,0.99601,0.9975,89572.81343751,0.9975,0.0014959689159748102
2019-08-12 00:00:00+00:00,0.9975,0.9979900000000000,0.99502,0.99749,140003.94346865,0.99799,-1.0025062656682238e-05
2019-08-13 00:00:00+00:00,0.9975,1.0000000000000000,0.995,0.99599,146303.86257752,1.0,-0.0015037744739294645
2019-08-14 00:00:00+00:00,0.99557,0.9980000000000000,0.99299,0.99797,157340.13553039,0.998,0.0019879717667847796
2019-08-15 00:00:00+00:00,0.99755,0.9999800000000000,0.995,0.99899,347087.42306586,0.99998,0.0010220748118681122
2019-08-16 00:00:00+00:00,0.9984,1.0002300000000000,0.99601,1.00009,627982.21540785,1.00023,0.0011011121232442633
2019-08-17 00:00:00+00:00,0.9993,1.0005500000000000,0.997,0.999,219969.69734749,1.00055,-0.0010899019088281836
2019-08-18 00:00:00+00:00,0.99906,1.0000000000000000,0.9985,1.0,267543.42140416,1.0,0.0010010010010010895
2019-08-19 00:00:00+00:00,1.0,1.0000000000000000,0.999,1.0,393152.18935817,1.0,0.0
2019-08-20 00:00:00+00:00,1.0,1.0000000000000000,0.997,0.99975,391547.09522245,1.0,-0.00024999999999997247
2019-08-21 00:00:00+00:00,0.99901,0.9997500000000000,0.997,0.99899,631132.4269285,0.99975,-0.0007601900475118217
2019-08-22 00:00:00+00:00,0.99899,0.9997500000000000,0.99802,0.99975,182668.25439747,0.99975,0.0007607683760597617
2019-08-23 00:00:00+00:00,0.99975,1.0000000000000000,0.999,0.99999,1376927.22419286,1.0,0.00024006001500387342
2019-08-24 00:00:00+00:00,0.99974,1.0000000000000000,0.999,1.0,214390.22662898,1.0,1.0000100000961964e-05
2019-08-25 00:00:00+00:00,0.99999,1.0000000000000000,0.999,1.0,283439.00217298,1.0,0.0
2019-08-26 00:00:00+00:00,1.0,1.0025000000000000,0.996,0.998,351201.60819207,1.0025,-0.0020000000000000018
2019-08-27 00:00:00+00:00,0.99897,0.9997000000000000,0.99702,0.999,93192.81998785,0.9997,0.0010020040080160886
2019-08-28 00:00:00+00:00,0.99871,0.9997000000000000,0.99,0.99602,494544.09349811,0.9997,-0.00298298298298294
2019-08-29 00:00:00+00:00,0.99701,0.9997700000000000,0.997,0.999,242404.99265493,0.99977,0.0029919077930162796
2019-08-30 00:00:00+00:00,0.99918,0.9997700000000000,0.9975,0.99976,387413.63814091,0.99977,0.0007607607607607036
2019-08-31 00:00:00+00:00,0.99911,0.9997700000000000,0.999,0.99975,123757.98586396,0.99977,-1.0002400576136772e-05
2019-09-01 00:00:00+00:00,0.99975,1.0000000000000000,0.99917,0.99974,584351.10342354,1.0,-1.0002500625216904e-05
2019-09-02 00:00:00+00:00,0.99955,1.0003700000000000,0.998,0.99998,693186.70069711,1.00037,0.0002400624162282039
2019-09-03 00:00:00+00:00,0.99999,1.0020000000000000,0.999,1.0,473875.30839967,1.002,2.000040000793568e-05
2019-09-04 00:00:00+00:00,1.0,1.0030000000000000,0.997,1.00049,460793.91018693,1.003,0.0004900000000001015
2019-09-05 00:00:00+00:00,1.00047,1.0011200000000000,0.99962,1.001,386097.32660297,1.00112,0.000509750222390748
2019-09-06 00:00:00+00:00,1.00099,1.0039500000000000,0.99915,1.00004,418767.37560513,1.00395,-0.0009590409590407578
2019-09-07 00:00:00+00:00,1.00005,1.0039000000000000,1.0,1.00239,178223.40005703,1.0039,0.0023499060037597275
2019-09-08 00:00:00+00:00,1.00262,1.0036100000000000,0.99901,1.00037,40825.1705616,1.00361,-0.00201518371093079
2019-09-09 00:00:00+00:00,1.00101,1.0014000000000000,0.9985,1.00033,482567.22008735,1.0014,-3.9985205473991314e-05
2019-09-10 00:00:00+00:00,1.00022,1.0014200000000000,0.99851,1.00055,111628.98636222,1.00142,0.00021992742395027243
2019-09-11 00:00:00+00:00,1.00001,1.0009900000000000,0.9999,0.99998,113736.34482997,1.00099,-0.0005696866723302607
2019-09-12 00:00:00+00:00,0.99998,1.0005100000000000,0.99992,1.0001,420372.10805653,1.00051,0.00012000240004805818
2019-09-13 00:00:00+00:00,1.0001,1.0011000000000000,1.00009,1.0008,332196.83167356,1.0011,0.0006999300069991943
2019-09-14 00:00:00+00:00,1.00079,1.0020000000000000,1.00079,1.00172,46620.98805755,1.002,0.0009192645883293604
2019-09-15 00:00:00+00:00,1.00173,1.0020000000000000,1.00085,1.00085,36275.78225017,1.002,-0.0008685061693886054
2019-09-16 00:00:00+00:00,1.00109,1.0015400000000000,0.9998,1.0,132059.38052813,1.00154,-0.0008492781136034688
2019-09-17 00:00:00+00:00,0.99999,1.0010000000000000,0.99637,1.00053,380901.03053404,1.001,0.0005299999999999194
2019-09-18 00:00:00+00:00,1.00002,1.0010000000000000,0.998,1.00041,316183.02808917,1.001,-0.0001199364336900155
2019-09-19 00:00:00+00:00,1.00001,1.0015000000000000,0.9975,1.0,418624.31441277,1.0015,-0.00040983196889277096
2019-09-20 00:00:00+00:00,1.0,1.0000000000000000,0.994,0.9994,287054.36217933,1.0,-0.0006000000000000449
2019-09-21 00:00:00+00:00,0.99945,0.9999800000000000,0.998,0.99944,59041.11820835,0.99998,4.002401440872383e-05
2019-09-22 00:00:00+00:00,0.99939,0.9999600000000000,0.99747,0.99996,85538.19681306,0.99996,0.0005202913631632278
