time,TUSD open,TUSD high,TUSD low,TUSD close,TUSD volume,TUSD daily_return
2019-03-20 00:00:00+00:00,1.0,1.001,0.998,0.999,32233.16840936,
2019-03-21 00:00:00+00:00,0.999,1.001,0.999,0.999,10749.33011474,0.0
2019-03-22 00:00:00+00:00,0.999,1.003,0.999,1.002,975.51304304,0.0030030030030030463
2019-03-23 00:00:00+00:00,1.001,1.002,0.999,1.001,2317.60207572,-0.0009980039920161055
2019-03-24 00:00:00+00:00,1.001,1.001,1.001,1.001,304.0,0.0
2019-03-25 00:00:00+00:00,0.999,0.999,0.999,0.999,925.41262494,-0.0019980019980019303
2019-03-26 00:00:00+00:00,1.001,1.003,0.998,0.998,18344.2475539,-0.0010010010010009784
2019-03-27 00:00:00+00:00,0.999,1.001,0.999,1.001,756.4612394,0.0030060120240480437
2019-03-28 00:00:00+00:00,1.001,1.001,0.999,0.999,4662.79785158,-0.0019980019980019303
2019-03-29 00:00:00+00:00,1.001,1.001,1.001,1.001,8117.36141824,0.002002002002001957
2019-03-30 00:00:00+00:00,1.001,1.001,0.999,1.001,1809.77286302,0.0
2019-03-31 00:00:00+00:00,0.999,1.001,0.998,1.001,36396.18684826,0.0
2019-04-01 00:00:00+00:00,0.999,1.001,0.998,1.001,12523.68249396,0.0
2019-04-02 00:00:00+00:00,1.001,1.01,0.998,1.003,123915.66434829,0.0019980019980019303
2019-04-03 00:00:00+00:00,1.002,1.004,0.998,1.002,141237.30459453,-0.0009970089730806375
2019-04-04 00:00:00+00:00,1.001,1.001,0.999,0.999,54558.48386794,-0.0029940119760478723
2019-04-05 00:00:00+00:00,0.999,1.0,0.998,0.999,9847.02800177,0.0
2019-04-06 00:00:00+00:00,0.999,1.001,0.998,1.0,13674.33359312,0.0010010010010010895
2019-04-07 00:00:00+00:00,0.999,1.002,0.999,1.001,160636.22356161,0.0009999999999998899
2019-04-08 00:00:00+00:00,0.999,1.005,0.998,0.999,393272.28306326,-0.0019980019980019303
2019-04-09 00:00:00+00:00,0.999,1.001,0.997,1.0,107933.66194968,0.0010010010010010895
2019-04-10 00:00:00+00:00,1.0,1.002,0.998,1.001,178360.20033242,0.0009999999999998899
2019-04-11 00:00:00+00:00,1.0,1.003,0.999,1.001,41940.20296004,0.0
2019-04-12 00:00:00+00:00,0.999,1.001,0.999,0.999,30495.92127806,-0.0019980019980019303
2019-04-13 00:00:00+00:00,1.001,1.001,1.001,1.001,185.48752036,0.002002002002001957
2019-04-14 00:00:00+00:00,1.001,1.002,0.999,0.999,55957.5390467,-0.0019980019980019303
2019-04-15 00:00:00+00:00,1.005,1.05,0.999,1.001,200155.20202264,0.002002002002001957
2019-04-16 00:00:00+00:00,1.001,1.001,0.999,1.001,6670.2801168,0.0
2019-04-17 00:00:00+00:00,1.001,1.002,0.999,0.999,79929.030772,-0.0019980019980019303
2019-04-18 00:00:00+00:00,0.999,1.0,0.999,1.0,3972.0312319,0.0010010010010010895
2019-04-19 00:00:00+00:00,1.0,1.001,0.999,0.999,20564.32135402,-0.0010000000000000009
2019-04-20 00:00:00+00:00,0.999,1.001,0.999,1.0,5784.5245258,0.0010010010010010895
2019-04-21 00:00:00+00:00,0.999,1.001,0.999,1.0,2210.22990408,0.0
2019-04-22 00:00:00+00:00,1.0,1.001,0.999,0.999,11133.32638354,-0.0010000000000000009
2019-04-23 00:00:00+00:00,1.001,1.001,0.999,0.999,10174.40439284,0.0
2019-04-24 00:00:00+00:00,1.001,1.002,0.999,1.0,59498.99995128,0.0010010010010010895
2019-04-25 00:00:00+00:00,1.0,1.01,0.999,1.008,104265.88651074,0.008000000000000007
2019-04-26 00:00:00+00:00,1.007,1.025,0.999,1.022,25426.99890252,0.01388888888888884
2019-04-27 00:00:00+00:00,1.021,1.022,1.004,1.004,1246.92966518,-0.017612524461839585
2019-04-28 00:00:00+00:00,1.004,1.004,1.0,1.0,11946.45653502,-0.003984063745019917
2019-04-29 00:00:00+00:00,0.999,1.0,0.999,1.0,21096.54536238,0.0
2019-04-30 00:00:00+00:00,1.002,1.002,0.999,1.001,8524.35868362,0.0009999999999998899
2019-05-01 00:00:00+00:00,1.002,1.002,0.999,1.002,58014.00232032,0.0009990009990010762
2019-05-02 00:00:00+00:00,1.001,1.001,1.001,1.001,621.04634248,-0.0009980039920161055
2019-05-03 00:00:00+00:00,1.001,1.002,1.001,1.002,22260.34666552,0.0009990009990010762
2019-05-04 00:00:00+00:00,1.001,1.004,0.999,1.002,19080.37180754,0.0
2019-05-05 00:00:00+00:00,1.00199,1.00298,1.00199,1.00298,1004.0,0.0009780439121755968
2019-05-06 00:00:00+00:00,1.00001,1.00298,1.00001,1.00001,6496.5835617,-0.0029611756964246227
2019-05-07 00:00:00+00:00,1.00199,1.00199,0.99901,1.00138,1384.5595083,0.0013699863001368495
2019-05-08 00:00:00+00:00,1.00199,1.002,0.999,1.00199,26054.16516442,0.0006091593600829892
2019-05-09 00:00:00+00:00,0.99901,1.067,0.999,1.06699,33132.18416042,0.06487090689527863
2019-05-10 00:00:00+00:00,1.002,1.006,1.0001,1.00292,23167.77945184,-0.06004742312486533
2019-05-11 00:00:00+00:00,1.0,1.0196,1.0,1.00599,59607.35619081,0.0030610616998363316
2019-05-12 00:00:00+00:00,1.009,1.04999,0.99935,1.00199,51608.76226463,-0.003976182665831662
2019-05-13 00:00:00+00:00,0.999,1.00999,0.99698,1.00898,274839.2113212,0.006976117526123149
2019-05-14 00:00:00+00:00,0.9995,1.003,0.998,1.0,102887.42107234,-0.008900077305794007
2019-05-15 00:00:00+00:00,1.0,1.00599,0.998,1.0,89461.29516999,0.0
2019-05-16 00:00:00+00:00,1.0,1.002,0.9975,1.0015,108896.97873464,0.0015000000000000568
2019-05-17 00:00:00+00:00,1.00149,1.00599,0.994,1.0005,86781.52105049,-0.0009985022466301174
2019-05-18 00:00:00+00:00,0.99801,1.0015,0.998,0.9985,40237.60418731,-0.001999000499749992
2019-05-19 00:00:00+00:00,1.00048,1.001,0.9985,1.001,98311.53745938,0.0025037556334499556
2019-05-20 00:00:00+00:00,0.9985,1.002,0.9985,1.002,152203.12505886,0.0009990009990010762
2019-05-21 00:00:00+00:00,1.0,1.0005,0.9985,1.0005,31981.43851809,-0.0014970059880240472
2019-05-22 00:00:00+00:00,0.99901,1.002,0.9985,1.002,68628.59466444,0.0014992503748125774
2019-05-23 00:00:00+00:00,0.9995,1.002,0.9985,1.002,48711.68316711,0.0
2019-05-24 00:00:00+00:00,1.001,1.002,0.9985,0.9985,28877.96275663,-0.003493013972055814
2019-05-25 00:00:00+00:00,0.999,1.0025,0.9985,0.999,52361.00433823,0.0005007511266899023
2019-05-26 00:00:00+00:00,0.999,1.0025,0.99701,1.0025,45726.59488208,0.003503503503503369
2019-05-27 00:00:00+00:00,0.998,1.0025,0.99705,1.002,23233.604164,-0.0004987531172069293
2019-05-28 00:00:00+00:00,1.002,1.002,0.998,0.999,57544.5759743,-0.0029940119760478723
2019-05-29 00:00:00+00:00,1.002,1.002,0.998,0.999,25760.42976752,0.0
2019-05-30 00:00:00+00:00,0.999,1.002,0.9975,1.002,136660.87138848,0.0030030030030030463
2019-05-31 00:00:00+00:00,0.999,1.002,0.999,1.0,139931.37713603,-0.001996007984031989
2019-06-01 00:00:00+00:00,1.0,1.002,0.999,0.999,11774.50820593,-0.0010000000000000009
2019-06-02 00:00:00+00:00,0.999,1.002,0.999,0.999,28938.08825763,0.0
2019-06-03 00:00:00+00:00,0.999,1.0005,0.999,1.0005,8650.54743614,0.0015015015015014122
2019-06-04 00:00:00+00:00,0.999,1.01,0.9985,1.01,58893.32968824,0.009495252373813212
2019-06-05 00:00:00+00:00,1.00959,1.0455,1.00001,1.002,19615.49068919,-0.007920792079207928
2019-06-06 00:00:00+00:00,1.00002,1.003,1.00002,1.003,15777.08708723,0.0009980039920158834
2019-06-07 00:00:00+00:00,1.003,1.003,0.9995,1.0,99114.442819,-0.0029910269192421346
2019-06-08 00:00:00+00:00,1.0005,1.001,1.0,1.0005,20861.42009566,0.0004999999999999449
2019-06-09 00:00:00+00:00,1.001,1.001,0.9995,1.0005,11373.34091319,0.0
2019-06-10 00:00:00+00:00,1.0005,1.001,0.9995,1.0,42011.34982285,-0.0004997501249375258
2019-06-11 00:00:00+00:00,1.00024,1.00025,0.99975,1.0,24869.90393932,0.0
2019-06-12 00:00:00+00:00,0.9997,1.00098,0.999,1.00098,96982.07888948,0.0009799999999999809
2019-06-13 00:00:00+00:00,1.0001,1.0005,0.99901,1.00009,24848.45253665,-0.0008891286539192134
2019-06-14 00:00:00+00:00,1.0001,1.0001,0.99926,1.0,27699.23991533,-8.999190072889185e-05
2019-06-15 00:00:00+00:00,1.0,1.0005,0.99901,1.00049,23838.22128778,0.0004900000000001015
2019-06-16 00:00:00+00:00,0.99905,1.00099,0.998,0.99999,198958.09429031,-0.0004997551199912298
2019-06-17 00:00:00+00:00,1.0,1.0,0.99893,1.0,104729.41518968,1.0000100000961964e-05
2019-06-18 00:00:00+00:00,0.99927,1.0,0.9985,0.9985,50442.83662784,-0.0014999999999999458
2019-06-19 00:00:00+00:00,0.9985,0.9999,0.9985,0.9999,5167.68105708,0.0014021031547319929
2019-06-20 00:00:00+00:00,0.99851,0.9999,0.9985,0.9999,11151.39296306,0.0
2019-06-21 00:00:00+00:00,0.9999,1.0,0.99851,1.0,23326.75806603,0.00010001000100001711
2019-06-22 00:00:00+00:00,1.0,1.0005,0.998,0.99802,80033.75919777,-0.0019799999999999818
2019-06-23 00:00:00+00:00,0.99802,0.9995,0.99402,0.99899,340351.02962517,0.0009719244103325586
2019-06-24 00:00:00+00:00,0.999,0.9995,0.992,0.9995,65076.71247784,0.0005105156207769745
2019-06-25 00:00:00+00:00,0.999,0.9995,0.99201,0.9995,32644.98613885,0.0
2019-06-26 00:00:00+00:00,0.9999,1.0,0.975,0.98898,193581.36749649,-0.010525262631315702
2019-06-27 00:00:00+00:00,0.99589,1.0,0.98,0.99988,83659.44793692,0.011021456450079903
2019-06-28 00:00:00+00:00,0.9998,0.99988,0.99452,0.99987,14052.48872018,-1.0001200143938682e-05
2019-06-29 00:00:00+00:00,0.99988,0.99988,0.99711,0.99988,7668.57498842,1.0001300168926974e-05
2019-06-30 00:00:00+00:00,0.99988,0.99988,0.99701,0.99988,2767.23755061,0.0
2019-07-01 00:00:00+00:00,0.99988,0.99988,0.995,0.99988,33497.95710715,0.0
2019-07-02 00:00:00+00:00,1.0,1.002,0.99553,0.99721,72290.72062192,-0.0026703204384526114
2019-07-03 00:00:00+00:00,1.00199,1.002,0.9972,1.002,13178.4793239,0.004803401490157455
2019-07-04 00:00:00+00:00,1.002,1.0022,1.0,1.00099,3504.47847409,-0.0010079840319361377
2019-07-05 00:00:00+00:00,0.99759,1.00099,0.99552,1.0,65808.53001434,-0.0009890208693393854
2019-07-06 00:00:00+00:00,1.00098,1.00098,0.99202,1.0,27669.0021531,0.0
2019-07-07 00:00:00+00:00,0.99501,1.0,0.99203,0.998,19910.75565522,-0.0020000000000000018
2019-07-08 00:00:00+00:00,0.99701,1.0,0.996,1.0,11545.30572016,0.002004008016031955
2019-07-09 00:00:00+00:00,1.0,1.00098,0.996,0.99701,78134.20873828,-0.002990000000000048
2019-07-10 00:00:00+00:00,0.999,1.002,0.998,0.998,24776.22510079,0.0009929689772421035
2019-07-11 00:00:00+00:00,0.999,1.0022,0.998,1.0,17732.26934931,0.002004008016031955
2019-07-12 00:00:00+00:00,0.998,1.002,0.998,1.0,1193.47132903,0.0
2019-07-13 00:00:00+00:00,1.0,1.0,0.999,1.0,12126.06696585,0.0
2019-07-14 00:00:00+00:00,0.999,1.001,0.998,0.99801,12820.98690473,-0.0019900000000000473
2019-07-15 00:00:00+00:00,0.998,1.00219,0.998,1.002,7144.18199468,0.0039979559323053415
2019-07-16 00:00:00+00:00,1.0,1.002,0.998,1.0,14726.63800269,-0.001996007984031989
2019-07-17 00:00:00+00:00,0.998,1.00099,0.998,1.00099,19668.97367154,0.0009900000000000464
2019-07-18 00:00:00+00:00,1.001,1.01211,1.0,1.00189,81916.11137464,0.0008991098812174414
2019-07-19 00:00:00+00:00,1.0,1.0023,1.0,1.002,65034.74527214,0.00010979249218978637
2019-07-20 00:00:00+00:00,1.002,1.002,1.0,1.0,36133.31671958,-0.001996007984031989
2019-07-21 00:00:00+00:00,1.0,1.002,0.9985,1.0,22297.2200042,0.0
2019-07-22 00:00:00+00:00,1.001,1.002,1.0,1.0,10011.11804926,0.0
2019-07-23 00:00:00+00:00,1.001,1.002,1.0,1.0,47791.1214637,0.0
2019-07-24 00:00:00+00:00,0.9985,1.001,0.9985,1.001,6042.37498853,0.0009999999999998899
2019-07-25 00:00:00+00:00,1.0,1.002,1.0,1.001,8579.09991757,0.0
2019-07-26 00:00:00+00:00,1.0,1.001,1.0,1.0,7904.98356078,-0.0009990009990008542
2019-07-27 00:00:00+00:00,1.00129,1.00249,0.9995,1.0,56584.84261368,0.0
2019-07-28 00:00:00+00:00,1.0,1.002,1.0,1.001,1066.92249354,0.0009999999999998899
2019-07-29 00:00:00+00:00,1.002,1.002,1.0,1.0019,1485.81449382,0.0008991008991010574
2019-07-30 00:00:00+00:00,1.0,1.00199,1.0,1.00199,17668.56963795,8.982932428369672e-05
2019-07-31 00:00:00+00:00,1.00199,1.0024,1.0,1.0,12221.84154032,-0.001986047764947707
2019-08-01 00:00:00+00:00,1.0,1.0024,0.999,1.002,23654.51391367,0.0020000000000000018
2019-08-02 00:00:00+00:00,1.001,1.0015,1.0,1.0015,5348.84721054,-0.0004990019960079417
2019-08-03 00:00:00+00:00,1.0015,1.0015,1.0,1.0,315.38022158,-0.0014977533699451762
2019-08-04 00:00:00+00:00,0.999,1.0,0.9985,0.999,7198.03690851,-0.0010000000000000009
2019-08-05 00:00:00+00:00,1.0,1.0015,0.9985,1.001,8850.43478566,0.002002002002001957
2019-08-06 00:00:00+00:00,1.0,1.0024,1.0,1.0005,13968.49888009,-0.0004995004995004271
2019-08-07 00:00:00+00:00,1.0,1.0005,0.9985,1.0005,20486.84116113,0.0
2019-08-08 00:00:00+00:00,1.0,1.0005,1.0,1.00001,2175.82136622,-0.0004897551224386509
2019-08-09 00:00:00+00:00,1.0,1.00299,1.0,1.0,19973.91572545,-9.999900001056439e-06
2019-08-10 00:00:00+00:00,1.0,1.00199,0.99751,1.00199,17014.81134625,0.0019899999999999363
2019-08-11 00:00:00+00:00,1.00008,1.0001,0.99363,0.99799,2379.463812,-0.0039920558089401315
2019-08-12 00:00:00+00:00,0.998,1.00009,0.99732,1.00009,1186.22,0.0021042295012974055
2019-08-13 00:00:00+00:00,1.0001,1.0025,1.0001,1.00249,2377.24957409,0.0023997840194385223
2019-08-14 00:00:00+00:00,1.002,1.00249,0.99914,0.99952,4334.6967768,-0.0029626230685594335
2019-08-15 00:00:00+00:00,1.0,1.001,0.998,0.99802,44636.68269792,-0.0015007203457658713
2019-08-16 00:00:00+00:00,0.99899,1.0,0.995,0.999,34860.15472919,0.000981944249614175
2019-08-17 00:00:00+00:00,0.999,0.999,0.99601,0.999,27973.07817277,0.0
2019-08-18 00:00:00+00:00,1.0,1.0,0.997,0.999,3276.93240892,0.0
2019-08-19 00:00:00+00:00,0.999,1.0,0.99751,1.0,5076.72338256,0.0010010010010010895
2019-08-20 00:00:00+00:00,0.99999,0.99999,0.9985,0.9985,1082.68824758,-0.0014999999999999458
2019-08-21 00:00:00+00:00,0.99999,1.001,0.99851,1.0,27865.91795226,0.001502253380070151
2019-08-22 00:00:00+00:00,1.00099,1.00099,1.0,1.00099,1691.03802148,0.0009900000000000464
2019-08-23 00:00:00+00:00,1.0,1.00249,1.0,1.00122,16249.30213237,0.00022977252520006708
2019-08-24 00:00:00+00:00,1.00122,1.002,1.00001,1.00185,18761.2945941,0.0006292323365493235
2019-08-25 00:00:00+00:00,1.0,1.002,1.0,1.002,6462.00932183,0.00014972301242699437
2019-08-26 00:00:00+00:00,1.002,1.00799,1.0,1.00799,74095.08112906,0.00597804391217549
2019-08-27 00:00:00+00:00,1.008,1.01099,1.0,1.003,30119.46023852,-0.004950445936963699
2019-08-28 00:00:00+00:00,1.005,1.011,1.0,1.0,24390.15795812,-0.0029910269192421346
2019-08-29 00:00:00+00:00,1.00128,1.011,1.00001,1.00001,12935.22862832,1.0000000000065512e-05
2019-08-30 00:00:00+00:00,1.00001,1.00001,1.00001,1.00001,17097.34524,0.0
2019-09-01 00:00:00+00:00,1.00001,1.00002,1.00001,1.00002,9010.923168,9.999900000945416e-06
2019-09-02 00:00:00+00:00,1.00001,1.00198,1.0,1.0,5538.0787262,-1.999960000786949e-05
2019-09-03 00:00:00+00:00,1.00049,1.286,1.0,1.00399,53867.72668759,0.003989999999999938
2019-09-04 00:00:00+00:00,1.00397,1.01,1.0,1.003,8649.67565152,-0.0009860655982629751
2019-09-05 00:00:00+00:00,1.00398,1.00398,1.0,1.0,2646.33064824,-0.0029910269192421346
2019-09-06 00:00:00+00:00,1.0,1.003,0.99,0.997,171563.41287397,-0.0030000000000000027
2019-09-07 00:00:00+00:00,1.00133,1.0015,0.99853,0.99862,10726.9944642,0.0016248746238716194
2019-09-08 00:00:00+00:00,0.99852,0.99853,0.99851,0.99851,2499.79473317,-0.0001101520097733788
2019-09-09 00:00:00+00:00,0.99851,1.001,0.9985,1.00001,3496.79224099,0.0015022383351193103
2019-09-10 00:00:00+00:00,1.00001,1.00099,1.0,1.0,1060.2779816,-9.999900001056439e-06
2019-09-11 00:00:00+00:00,1.0,1.0,0.99997,0.99997,47.35842371,-2.999999999997449e-05
2019-09-12 00:00:00+00:00,0.99999,0.99999,0.999,0.99999,9673.4236802,2.0000600017944237e-05
2019-09-13 00:00:00+00:00,1.0,1.0,0.999,0.999,1245.33006832,-0.0009900099000990092
2019-09-14 00:00:00+00:00,0.99901,1.0,0.9985,0.99902,3882.6192822,2.0020020019995144e-05
2019-09-16 00:00:00+00:00,0.99999,1.00699,0.99998,1.001,7238.2554183,0.0019819423034572736
2019-09-17 00:00:00+00:00,1.00199,1.00299,1.0,1.0,9100.40067211,-0.0009990009990008542
2019-09-18 00:00:00+00:00,1.0,1.00399,1.0,1.0,20404.19697978,0.0
2019-09-19 00:00:00+00:00,1.004,1.00898,0.99951,0.99952,11064.05733278,-0.00048000000000003595
2019-09-20 00:00:00+00:00,1.00092,1.004,0.9995,0.99951,1147.53751,-1.000480230506362e-05
2019-09-21 00:00:00+00:00,0.9995,0.99951,0.9995,0.99951,5393.49463682,0.0
2019-09-22 00:00:00+00:00,0.99951,1.002,0.99951,1.002,5277.6928323,0.002491220698142005
2019-09-23 00:00:00+00:00,1.00001,1.004,1.0,1.00001,3082.49440122,-0.0019860279441117346
2019-09-24 00:00:00+00:00,1.00299,1.00798,0.997,0.99901,65324.96184073,-0.0009999900001000928
2019-09-25 00:00:00+00:00,1.00249,1.00389,0.999,0.99901,28192.11721816,0.0
2019-09-26 00:00:00+00:00,0.999,1.006,0.999,1.0035,19912.93790226,0.004494449505010101
2019-09-27 00:00:00+00:00,0.99984,0.99984,0.999,0.999,4799.17156543,-0.004484304932735439
2019-09-28 00:00:00+00:00,0.99998,0.99999,0.99901,0.99998,4305.27169035,0.0009809809809808723
2019-09-29 00:00:00+00:00,0.99901,0.99901,0.999,0.999,3282.35650859,-0.000980019600391957
2019-09-30 00:00:00+00:00,0.999,0.99999,0.999,0.99999,10762.47001783,0.0009909909909910919
2019-10-01 00:00:00+00:00,0.99902,0.99999,0.99901,0.9995,3663.73981513,-0.0004900049000490236
2019-10-02 00:00:00+00:00,0.9995,0.99999,0.9995,0.9995,3652.88301965,0.0
2019-10-03 00:00:00+00:00,0.99998,0.99999,0.99998,0.99999,22077.4722857,0.0004902451225612392
2019-10-04 00:00:00+00:00,0.99999,0.99999,0.99998,0.99999,16409.67135245,0.0
2019-10-05 00:00:00+00:00,0.99999,1.003,0.99998,1.003,2747.32904292,0.0030100301003008756
2019-10-06 00:00:00+00:00,0.99999,1.00298,0.99998,0.99998,19200.25361055,-0.003010967098703854
2019-10-07 00:00:00+00:00,0.99998,1.0025,0.99998,0.99998,8135.59471533,0.0
2019-10-08 00:00:00+00:00,1.00295,1.00295,0.99998,1.00053,999.52528095,0.0005500110002198966
2019-10-09 00:00:00+00:00,1.00053,1.009,0.99001,1.001,54851.19114656,0.00046975103195312506
2019-10-10 00:00:00+00:00,1.001,1.00202,1.00001,1.00001,2918.70567538,-0.00098901098901083
2019-10-11 00:00:00+00:00,1.00299,1.005,1.00001,1.00001,9181.0026344,0.0
2019-10-12 00:00:00+00:00,1.00001,1.00001,0.99998,0.99998,4749.18350178,-2.9999700003058294e-05
2019-10-13 00:00:00+00:00,0.99998,0.99998,0.99998,0.99998,12898.02907373,0.0
2019-10-14 00:00:00+00:00,0.99998,1.00198,0.99998,0.99999,32.31462907,1.0000200004078863e-05
2019-10-15 00:00:00+00:00,0.99999,1.00199,0.99998,1.00199,2291.95040424,0.0020000200001999424
2019-10-16 00:00:00+00:00,0.99999,1.00499,0.99998,0.99998,5474.64283566,-0.0020060080439924244
2019-10-17 00:00:00+00:00,0.99999,0.99999,0.99998,0.99998,8953.15418481,0.0
2019-10-18 00:00:00+00:00,0.99998,1.0025,0.999,1.0025,18379.02501312,0.0025200504010078895
2019-10-19 00:00:00+00:00,1.0025,1.0025,0.999,0.999,12462.47264422,-0.003491271820448838
2019-10-20 00:00:00+00:00,1.00199,1.00199,0.9971,0.9971,11223.33933506,-0.0019019019019018701
2019-10-21 00:00:00+00:00,0.9985,1.0025,0.9985,1.0025,3682.068062,0.005415705546083505
2019-10-22 00:00:00+00:00,0.99853,1.0025,0.9985,1.00198,13752.95753981,-0.0005187032418950688
2019-10-23 00:00:00+00:00,1.00198,1.00593,0.9971,1.00195,20005.97038798,-2.9940717379828286e-05
2019-10-24 00:00:00+00:00,0.99905,1.00195,0.9975,1.00195,6137.57640058,0.0
2019-10-25 00:00:00+00:00,1.00187,1.008,0.9985,1.005,20347.4393782,0.003044064075053532
2019-10-26 00:00:00+00:00,1.00699,1.041,0.99853,1.005,103796.34688744,0.0
2019-10-27 00:00:00+00:00,0.99933,0.99933,0.99853,0.99853,790.90537116,-0.006437810945273514
2019-10-28 00:00:00+00:00,0.99854,1.0025,0.99853,1.00149,18930.29557386,0.0029643576056803678
2019-10-29 00:00:00+00:00,1.00149,1.00151,0.9978,1.0015,22918.26018615,9.98512216798808e-06
2019-10-30 00:00:00+00:00,0.99782,1.0015,0.99782,0.99782,2769.05558177,-0.0036744882675986412
2019-10-31 00:00:00+00:00,1.0015,1.0015,1.0,1.0015,5979.91854724,0.0036880399270409203
2019-11-01 00:00:00+00:00,1.0,1.0015,0.999,1.0015,3395.94160979,0.0
2019-11-02 00:00:00+00:00,1.0015,1.0015,1.0015,1.0015,24.43396459,0.0
2019-11-04 00:00:00+00:00,1.00001,1.03,0.99901,0.99901,2005.50988245,-0.002486270594108886
2019-11-05 00:00:00+00:00,1.00289,1.00498,0.99901,0.99901,4694.78866182,0.0
2019-11-06 00:00:00+00:00,0.99901,0.99901,0.999,0.999,3221.17942674,-1.0009909810704265e-05
2019-11-07 00:00:00+00:00,1.0,1.00501,0.999,0.999,21150.7631218,0.0
2019-11-08 00:00:00+00:00,1.00199,1.00199,0.99901,1.00002,674.70436207,0.0010210210210208626
2019-11-09 00:00:00+00:00,1.00099,1.0035,1.0,1.001,23167.18351104,0.0009799804003920443
2019-11-10 00:00:00+00:00,1.001,1.00246,1.00098,1.00127,4690.4858288,0.00026973026973053926
2019-11-11 00:00:00+00:00,1.00126,1.004,1.00125,1.00126,10788.2721367,-9.987316108572841e-06
2019-11-12 00:00:00+00:00,1.0039,1.004,1.00126,1.00127,4162.38727979,9.9874158561164e-06
2019-11-13 00:00:00+00:00,1.00126,1.00701,0.9995,1.00499,9932.46680631,0.0037152815923775506
2019-11-14 00:00:00+00:00,1.00496,1.00499,1.00199,1.00201,2513.27126881,-0.0029652036338669863
2019-11-15 00:00:00+00:00,1.00201,1.00301,0.9995,0.9995,6263.88780628,-0.002504965020309169
2019-11-16 00:00:00+00:00,0.99951,0.99951,0.99951,0.99951,250.0,1.0005002501145555e-05
2019-11-17 00:00:00+00:00,0.99952,1.003,0.9995,1.00299,2922.11254932,0.0034817060359577656
2019-11-18 00:00:00+00:00,1.00299,1.004,0.9995,0.9995,4200.86109498,-0.0034795960079362365
2019-11-19 00:00:00+00:00,1.0,1.00199,0.9995,0.9995,1417.98726561,0.0
2019-11-20 00:00:00+00:00,0.9995,1.00248,0.9995,1.00248,1472.4411518,0.0029814907453726835
2019-11-21 00:00:00+00:00,1.00248,1.00249,0.9995,1.00249,18160.65056154,9.975261351824471e-06
2019-11-22 00:00:00+00:00,0.9995,1.00298,0.999,1.00298,30350.16247535,0.0004887829305029179
2019-11-23 00:00:00+00:00,0.99951,1.00092,0.9995,0.9995,767.97561262,-0.003469660411972275
2019-11-24 00:00:00+00:00,0.99952,1.00297,0.9995,0.9995,146.58833543,0.0
2019-11-25 00:00:00+00:00,0.99951,1.04,0.9995,0.9996,49824.12825176,0.00010005002501256577
2019-11-26 00:00:00+00:00,1.004,1.04,1.00199,1.002,2986.24180218,0.0024009603841537164
2019-11-27 00:00:00+00:00,1.002,1.004,0.9996,0.99961,2307.70937624,-0.0023852295409181323
